nummer,datum,inhoud,folio nr,register nr,vervolg nr,bron,bijzonderheden,,
9003858,1493-05,Heinric Dircsz is sculdig Aernt Claesz de Wilde 14 R gld. Onderpand: zijn huis en erf op t Cleyn Heiliglant dat hij nu bewoont    ,52,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003859,1493-05,"Aernt Jansz aan zijn zoon Baert Aerntsz 1 ½ vierendeel van der molen,-werf en -huijs, buiten de Zijlpoort en is de vuijterste molen, zuid: die Zylwech, oost: dat cappelryelant, west en noord: Jan van Foreest     ",52,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003860,1493-05,"Rutger Jacobsz aan Vrederick Henricsz een huis en erf in in St Michielsstege, an d'een side: Jan van Foreest, an d'ander: Hillegond Gerritsdochter, afterwaerts streckende an Pieter Smit   ",52,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003861,1493-05,"Aernt Willemsz aan Mathijs Jansz een huis en errf in St Michielsstege, an d'een zide: Jan van Foreest, an d'ander: Jan Dircsz, afterwaerts streckende an Jan van Foreest  ",52v,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003862,1493-05,"Gasthuismeesters van St Elisabethsgasthuis zijn schuldig Claes Heynenz en Willem Heijnenz, gebroeders, poorters van Edam, 7 £ gr Vls   ",52v,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003863,1493-05,"Aernt Jansz aan Meeus Willemsz een huis en erf in Jan van Bakenessestege, an d'een zide: Willem Jan Claesz weduwe, an d'ander: Harman sch.om t hoij (?), afterwaerts streckende an St Baven kerke erve ",52v,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003864,1493-05,"Willem Jansz aan Aernt Jacobsz een huis en erf op t Cleyn Heiliglant, an d'een zide: Vrederic Hoen en Frans Henricsz ballemaker, an d'ander zide: Wyven Ysbrantsdochter, afterwaerts streckende an Rip Pietersz de timmerman      ",53,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003865,1493-05,"Aernt Willemsz an Jan Symonsz een boomgaert mitten huys buiten St Janspoort. Mitter eygendom van die stege an die zuidzijde, zuid: Jan van Foreest, noord: Katrijn Jan Hals weduwe, streckende voor van de Heerstraet after an Roemer Reijersz    ",53,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003866,1493-05,"Haze Jan Broer Dircsz weduwe met haer zwager Jan van Zaenden als voogd, en Jan van Zanen voirs als voogd van zinen wive voor hemzelven, verkopen Pieter Rembrants een camer en erve in een blinde stege onder Lubbert Symonsz huys op Bakenesse, an d'een zide: Lubbert voirs, an d'ander: Pieter Rembrantsz voirs, afterwaerts streckende an Pouwels Jansz cuijper           ",53,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003867,1493-05,Claes Symonsz sceepmaker is sculdig Cornelie Jansdochter 50 enkele gouden R gld  ,53,1492-1495,XXXVII,G.A. Haarlem Transportregister Inv F 351,,,
9003868,1493-06,"Jacob Henricsz Rauwaert heeft ten vrijen eigen gegeven aan St Margrietenconvent te Haerlem, met zijne dochter Katrijn Jacobsdochter, medezuster in genoemd convent, een lyfrente van 8 R gld sjaars op de stad Amsterdam     ",53v,1492-1495,"XXXVII, XXXIX; XXXVIII overgeslagen",G.A. Haarlem Transportregister Inv F 351,,,
9003869,1493-06 ,"Henric Jansz aan Claes Braeuwe een huis en erf after St Anthoniscappelle an der stede singel. After streckende an Symon Willemsz, an d'een zide: Kerstgen pottebacker, an d'ander: Pieter Coster      ",53v ,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003870,1493-06,"Dirc Lambertsz slotemaker aan Borwout Pietersz een tuijne in de Scutterdoelstraet, noord: Borwout Pietersz, zuid: Adriaen ketelboeter en Martyn Zijbrantsz, streckende voir van de straet after an Claes Jacobsz     ",53v,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003871,1493-06,Jan Jacobsz is sculdig Gerryt van Leeuwerden 26 enkele R gld  ,54,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003872,1493-06,Baert Jacobsz is sculdig Willem Claesz Dul 46 st,54,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003873,1493-06,"Lysbeth Claes Ruemersz weduwe met haar broeder Jacob Dircsz als voogd, aan Jan Henricsz ¼ deel van de molen, -werf, -huijs en -scuijt, buiten de Cleine Houtpoort in t Rozenprieel, west en noord: Claes Pietersz Hals, oost: die Spaerne, zuid: Vroutgen Ludolfs weduwe met haar dochters kinderen; koopsom 103 R gld        ",54,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003874,1493-06,"Pieter Matheusz lijt dat Fije Harckendochter Jacob Pietersz weduwe hem voldaan heeft van de erfenis van zyn zoon Jacob Pietersz, doe hij leefde hoer geechte man. Met Dirc Jansz de wever als voogd erkent zij deswege 20 R gld schuldig te zijn       ",54,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003875,1493-06-26,"Aelbrecht Claesz van Deventer is sculdig Pieter Jansz Bruijn en Symon Jansz Bruijn, gebroeders, 21 £ gr Vls. Onderpand; t Rynscip. Testes: Dirc Jansz hoe[de]maker en Claes Dircsz Tetrode. Verleden 26 Junio      ",54,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003876,1493-06,"Elze Jansdochter met haar zoon en voogd Henric Mercelisz en Henric Mercelisz tevens voor hem zelf, verkopen aan Beatrijs Diericsdochter een huis en erf in die Stoefsteghe. Afterwerts streckende an mr Jacob de Scrijver, an d'een zide: Aechte Claes Kandelaers weduwe, an d'ander: mr Jacob de Scrijver. Met Jan Jansz als voogd erkent zij deswege 64 R gld schuldig te zyn         ",54v,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003877,1493-06,"Geertruid Willem Jansz weduwe met haar zoon Jan Willemsz als voogd verkoopt haar dochter Margriet Willemsdochter ¼ van een huis en erf in de Aneganc, daer Willem Gerritsz der voors Geertruids zwager ½ of toebehoort, an d'een zide: Peter Gerrit Borwoutsz, an d'ander: Jan Florijsz wijf, afterwaerts streckende an deselve Jans wijf. Behoudens dat Margriet dit ¼ deel niet verkopen mag buiten consent van haar erfnamen         ",54v,1492-1495,XXXIX,G.A. Haarlem Transportregister Inv F 351,,,
9003878,1493-06,"Claes Bouwensz aan Mergriete Egbertsdochter een boomgaert aan der stede singel op die Vest, an d'een zide: Jacob Claesz, an d'ander: Egbert Willemsz, streckende van der stede singel afterwaerts an Katrijn van Sandvoort         ",54v,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003879,1493-06,"Jan Willemsz, Celis Willemsz, elk voor henzelf, Pieter Pietersz als man en voogd van Wynen Willemsdochter, Jacob Dircsz voor hem zelf en voor zijn zuster Dieuwer Dircsdochter, Frans Dircsz voor zich zelf en voor Haijcke Dircsz, Claes Dircsz en Hillegond Dircsdochter , zijn broeders en zuster, alle erfnamen van wijlen Dirck Dircsz van Spanbroeck en wijlen zijnen wijve Katrijn Willemsdochter, verkopen aan Jan Claesz van Lisse twee huizen en erven, an malcanderen gelegen op oude Haerlem an St Katrijnenbrugge, an d'een zide: Adriaen Walichsz, an d'ander: Claesgen Noertoest, afterwerts streckende an Braetgen smit                   ",55,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003880,1493-06,"Florys Pietersz is sculdig Rembrant Gerytsz 188 [of 38 ?] R gld. Onderpand: het huis en erve dat hij daarvoor van hem gecoft heeft, liggende in die Grote Houtstraat   ",55,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003881,1493-06,Claes Willemsz timmerman is sculdig Jan Claesz borduerwerker 10 R gld  ,55,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003882,1493-07-03,"Heinrick Gerytsz, poorter van Haerlem, is schuldig Dirck Jansz van Aelsmaer 44 scilden en 9 stuvers. Onderpand: de Aelsmeerscuyt. Testes: Jan Claesz scoemaker en Jacob Dircsz sceepmaker; 3 Julio       ",55v,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003883,1493-07-08,"Willem Dammasz van Velzen is sculdig Jan Gysbrecht Thaemsz.z. 5 £ gr Vls. Onderpand: t Rynscip. Testes: Gerrit Bolle, Pieter Dircsz bogemaker en Kers Jansz Vleishouder; 8 Julio    ",55v,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003884,1493-07,"Jacob Joestendochter met Jacob Claes Coppertsz als voogd, aan Claes Claesz een huis en erf op Bakenesse in die Cappellestege, an d'een zide: Garbrant Pietersz, an d'ander: Arijs de backer, afterwaerts streckende an Pieter de Nouwenaer  ",56,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003885,1493-07,Jacob Pietersz de dreger en zyn vrouw Guerte Dircsdochter maken elk ander de bruikwaar van al hun goederen ,56,1492-1495,XL,G.A. Haarlem Transportregister Inv F 351,,,
9003886,1493-07,"Geryt Martynsz aan coman Dirc Gerytsz ½ van een huis en erf an de sGravensteenbrugge, an d'een zide: mr Jan Jansz barbier, an d'ander: Dirc Gerytsz voirs, afterwaerts streckende an Aef Geryt Claesz de backers weduwe. Claes Jansz van Hogendorp verkoopt coman Dirc [voirs] d'ander helft [van den huis en erf ] om gelijke penningen     ",56,1492-1495,"XL, XLI",G.A. Haarlem Transportregister Inv F 351,,,
9003887,1493-07,"Margriet Claes Pietersz weduwe met haar zoon Claes Claesz als voogd, coman Jan Claesz als man en voogd van Dijewer Claesdochter en Claes Claesz voor hem zelf, lyen dat Jacob Joestendochter van alle sculden zyluyden Jacob zouden mogen eischen van haer ouders wegen         ",56v,1492-1495,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9003888,1493-07,"Claes Thomasz verkoopt aan Bruyninck Aelbertsz een huis en erf op ten houck van de Scutterdoelstraet, an d'een zide: de straet, an d'ander: Theeus …..  [open] z. van Heemstede, afterwerts streckende ter halver sloot van de Ramen de oude    ",56v,1492-1495,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9003889,1493-07,"Pieter Claesz aan Willem Govertsz de brouwer ½ huis en erf op tie oude Graft. Afterwerts streckende an Willem Pietersz, an d'een zide: Willem Pietersz, an d'ander: Jan van Harp      ",56v,1492-1495,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9003890,1493-07,"Maritgen Willem Pietersz Ruijchavers weduwe met haar zoon Jan Willemsz Ruijchaver als voogd, verkoopt aan de prior van de Augustynen binnen Haerlem, een schuer mitten erve en tuyn, leggende after Lysbet Jan Scrijvers weduwe drie cameren in die Afterstraet, oost: de Vuijle Beeck, noord: Lysbet Geryt Claesz Hoos weduwe, zuid en west: Lysbeth Jan Scrijvers weduwe, broeder Nicolaes Scendel, prior, met Jacob Engbrechtsz als voogd, erkent deswege 16 R gld schuldig te zyn    ",56v,1492-1495,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9003891,1493-07,"Mathijs Henricsz is sculdig Cornelis Ziericxz 55 R gld. Onderpand: t erve daer t huijs of verbrant is, dat hij tegens hem gecoft heeft, leggende in de Geerstraet, welc erve hij mit getimmerte verbeteren zal    ",57,1492-1495,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9003892,1493-07,"Jan Zijvertsz verkoopt mr Claes van Schoten een boomgaert met huis, staande buyten St Janspoort, an d'een zide: Adriaen Jansz ketelboeter, an d'ander: coman Jan van Sparenwoude, streckende voor van de heerstraat after an Wouter Van Bekesteyn   ",57,1492-1495,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9003893,1493-07-26,"Willem Dircsz is sculdig Pieter Jansz de somma van 14 schilden. Onderpand: de Aelsmeerscuyt die hij tegens hem [gecoft] heeft ende te wille gelevert is. Tuygen: Dirc Jacobsz en Claes Voel, poorteren van Haerlem. Bede zegel Jannes van Eijck. Verleden 26 Juli '93   ",57v,1492-1495,XLI,G.A. Haarlem Transportregister Inv F 351,,,
9003894,1493-07,"Martyn Claesz , Joest Claesz, Jacob Claesz, Adriaen Claesdochter en Margriet Claesdochter, bagyn op ten Groten Hof, met haar broeder Martyn Claesz als voogd, geven over zoe hoere moeder Margriet Claeszs [!] weduwe noch in levenden lijve is, alzoe waert yemant van hun vijven sterven ende oflivich werden voer hoere moeder Margriet Claes Maertsz weduwe ende kint ofte kinderen after lieten dat dit kind of kinderen bij het overlyden van hun oudemoeder Margriet voirs in haar erfenis zullen inkomen alsof hun vader of moeder nog leefde, waarbij ook Dirck Claes zoons, hoers broeders, kinderen op dezelfde wijze zullen inkomen                            ",57v,1492-1495,"XLI, XLII",G.A. Haarlem Transportregister Inv F 351,,,
9003895,1493-07-30,"Katrijn Valkendochter met Harman Jansz van der Molen als gecoren voogd, verkoopt aan mr Jan van Beveren, een huis en erf in de Geerstraet, afterwerts streckende an Pouwels Jansz, an d'een zide: die stalle van die Oude Vader, an d'ander: Jan Gerytsz die maetselaer. Losbaar op 1 April a.s. met 31 R gld; 30 Juli         ",58,1492-1495,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9003896,1493-07,"Florys van Adrichem geeft  Kerstyn Willemsdochter zijn joncwijf om sonderlinge dienst die zij hem en zyn dochter Guert gedaen heeft een huys en erve staende nevens der stede muer over, an d'een zide: Dirc Arijsz, an d'ander: Bertolmeus Jansz, afterwaerts streckende an Dirc van Paenderen         ",58,1492-1495,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9003897,1493-08,"Jan Jansz verkoopt Harman Jansz van der Molen een huis en erf op tie Raecx an der stede vest, an d'een zide: der stede singel, an d'ander: Harman voirs, streckende voor van de Raecx after an Harman voirs   ",58v,1492-1495,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9003898,1493-08,Lambert Arijsz molenaer is sculdig Symon Garbrantsz 18 R gld ,58v,1492-1495,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9003899,1493-08,Jan Harmansz is sculdig de meesteressen van de Grote Hof 3 nobels ,58v,1492-1495,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9003900,1493-08,"Garbrant Claesz en zyn zoon Gerijt Garbrantsz  verkopen aan Pieter Ripprantsz en Arijs Gerijtsz als ooms en voogden van Wolbrant Wolbrantszoons kinderen een stuck lants gelegen buiten Sparenwouderpoort binnen de vrijheid van Haerlem, die belend hebben Reijer van Wijck an beyden zyden, streckende voor van de Zomerweg after an die Poel. Losbaar met 33 R gld           ",58v,1492-1495,XLII,G.A. Haarlem Transportregister Inv F 351,,,
9003901,1493-08,"Jan Banne verkoopt Alijt Jacob Louwen weduwe ¾ deel van een huis en erf op t Cleijne Heylige Lant, an d'een zide: Jacob Jansdochter met haar moeder, an d'ander zide: Claes Claesz van Nyeuwerkerke, streckende an Aernt Willemsz        ",59,1492-1495,"XLII, XLIII",G.A. Haarlem Transportregister Inv F 351,,,
9003902,1493-08,"Lambert Pietersz en Bertolmeus Jansz aan Aef Dircsdochter ⅙ deel van een huis en erf zoals hem dat aangeerfd is bij dode van Lijsbet Meeus. Afterwaerts streckende an Willem Govertsz, an d'een side: die Slickstege, an d'ander: Lysbet Meeus erfname          ",59,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003903,1493-08,"Thijman Reijersz en zijn vrouw Kerstijn Jan de Vriesendochter zijn schuldig Pieter Luijtgensz 29 enkele gouden R gld. Onderpand: 6 koeien (4 zwarte, 1 rode en 1 vale) en 2 witte meryen ende oock een rode ruijn     ",59,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003904,1493-08,"Pieter Willemsz geeft ten vrijen eigen aan zyn natuerliche dochter Geertruyt t huys en erve dat hij op den dag van huiden bezit met alle inboel etc, staande in de Coninckstraet, dat een geheten Melis thans bezit met zulke pacht als daerop staet    ", 59v,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003905,1493-08,"Jan Heijnsberch aan Jan Claesz een schuer, erve, mit cuijpen op tie Volresgraft, an d'een side: Derick Jansz de decker, an d'ander: Jan Claesz voirs, afterwaerts streckende an Dirick Lambertsz     ",59v,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003906,1493-08,"Claes Symonsz aan Symon Gerijtsz Loo een huis en erf in Sparenwouderstraet. Afterwaerts streckende an die Spaerne, an d'een zide: Dirc Willemsz, an d'ander: Hasse Symonsz. Dit zal Claes Symonsz of Nan, zijn broeder, mogen lossen met 32 R gld        ",59v,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003907,1493-08,Anthonis Claesz in t Lam is sculdig Floris Gael Claesz 9 ½ R gld    ,60,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003908,1493-08,"Jan Zyvertsz verkoopt coman Jan Foppez ⅓ deel van een huis en erf in de Voircamp. Afterwaerts streckende an Meeus Symonsz, an d'een zide: Meijnaert Symonsz, an d'ander: Paeu Symonsz kinderen      ",60,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003909,1493-08,"Jacob Jansz geheten Jacob de Monnick in de wanderinge, van Amsterdam, is schuldig Wolfaert Claesz, poorter van Haerlem, 10 £  gr Vls. Onderpand: het Rijnscip dat hij daarvoor van hem gecoft heeft. Testes: mr Claes van Schoten en Jan Jacobsz cuper, poorteren van Haerlem. Bedezegel: Jan van Eyck; 12 Aug 1494 [!]      ",60,1492-1495,XLIII,G.A. Haarlem Transportregister Inv F 351,,,
9003910,1493-08,"coman Jan Jacobsz van Sparenwoude in de name van zyn neef Willem Jan Wouter Buchtersz, is sculdig Margriete Henricsdochter, bagijn op ten Hof, 54 R gld       ",60v,1492-1495,"XLIII, XLIV",G.A. Haarlem Transportregister Inv F 351,,,
9003911,1493-08,"Jan Kerstentsz en zijn vrouw Katrijn Dijertsdochter maken elkaar de bruikwaer van t huys en erve dat zij op ten dach van huyden bezitten, buyten de Schalkwykerpoort, met alle inboel etc    ",60v,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003912,1493-08,"Dirc Pietersz van Scoerle aan Jan Aelbertsz de kistemaker een huis en erf in de Grote Houtstraet, belend alomme: St Elisabethgasthuis. Koopsom 142½ R gld     ",60v,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003913,1493-08,"Henric Aerntsz aan prior en convent Van de Augustynen te Haarlem, een schuer mitten erve in die Dyckstraet, an d'een zide: het convent voirs, an d'ander: heer Andries Symonsz priester, afterwaerts streckende an die Vuijle Beeck. De prior erkent met Jan Engbrechtsz als voogd deswege 140 R gld schuldig te zyn. Borgen: Jacob Engbrechtsz, Willem Engbrechtsz, Jan Gysbrechtsz, Claes Jansz en Pieter Luijtgensz               ",61,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003914,1493-08,Claes Aerntsz sceepmaker is sculdig Geertruid Pieter Dircsz weduwe zyn moeije 93 gouden enkele keurvorster R gld ,61,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003915,1493-08-18,Aernt Pietersz is sculdig Jacob Symonsz Loo 22 R gld; 18 Aug '93  ,61v,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003916,1493-08,"Gysbrecht Michielsz is sculdig Bruyninck Spruijt, uit Leyden, 7 R gld    ",61v,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003917,1493-08,"Martijn Claesz, poorter van Haerlem, is sculdig Wolfaert Claesz. Testes: Claes Baers en jonge Dirc Egges (er staat geen bedrag bij). Verleden 22 Aug      ",61v,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003918,1493-08,Arijs Verhoel lijt dat Martijn Pietersdochter Henric Arijsz Verhoels weduwe hem uytgecoft heeft van de erfenis van zyn zoon Henric voors. Met Dirc Jan Henricsz als voogd erkent zij 9 R gld schuldig te zyn    ,61v,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003919,1493-08,"Alijt Bouwensdochter mr Ysbrants weduwe, Katrijn Ysbrantsdochter, bagyn op ten Hof, en Dyewer Ysbrantsdochter, gezusters, de voirs Alijts dochteren met hun neef Allart Woutersz als voogd, maken en bespreken de H. Kerk van St Baef al hun goederen indien zij, nu nog ongehuwd zijnde, zonder kinderen sterven. Behoudelic dat Meynaert Bouwens des voirs Alijts broeder de bruikwaer van haar goederen zal behouden zyn leven lang. Tijdens hun leven mogen zij vervreemden of bezwaren                ",62,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003920,1493-08,"Gerryt Dircsz aan Lyclaes Henricsz smit een huis en erf an Schalckwykerpoort. Afterwaerts streckende an der stede cingel, an d'een zide: Fye Kossen weduwe, an d'ander: der stede singel    ",62,1492-1495,XLIV,G.A. Haarlem Transportregister Inv F 351,,,
9003921,1493-08,"Aef Pieter Scaloedsmakers weduwe met Jan van Eyck als voogd, verkoopt aan Pieter Stevensz van der Goude en zijn 2 kinderen, genoemd Pieter en Steven, die hij gewonnen heeft by wijlen zyn vrouw Lijsbeth Pietersdochter, twee cameren en erven liggende an malcanderen op tie Voldersgraft. Afterwaerts streckende an Aef voirs, an d'een zide: Danel Dircsz, an d'ander: Henric Dircsz         ",62,1492-1495,"XLIV, XLV",G.A. Haarlem Transportregister Inv F 351,,,
9003922,1493-09,"Keerstijn Willem Aerntsz weduwe met Pieter Tymansz als voogd en Aernt Jansz als oudevader en bestorven voogd van Willem Aerntsz drie kinderen, namelic geheten Jacob, Jan en Pieter, verkopen aan Bart Aerntsz  ½  van de molen, -huis en -warf, geheten de Zijlmolen, gelegen buyten de Zylpoort, noord en west: Huge van Assendelfts erfname, zuid: de heerwech, oost: de heerweg en ...... .....; 105 R gld               ",62v,1492-1495,XLV,G.A. Haarlem Transportregister Inv F 351,,,
9003923,1493-09,"Mergriete Jacobsdochter met Pieter Kijftsz als gecoren voogd heeft puerluke om Gods wille gegeven aan de kerkmeesters van de parochiekerk van St Baef een huis en erf op Bakenesse in Valkenstege. Afterwerts streckende an Dammas Claesz, an beyde zyden: Jacob Garbrantsz die Wever    ",62v,1492-1495,XLV,G.A. Haarlem Transportregister Inv F 351,,,
9003924,1493-09,"Lysbeth coman Garbrants weduwe met Jan Gysbrechtsz als voogd geeft puerlic om Gods wille aan St Jansklooster te Haerlem een huis en erf in de Batte Jorisstraet, an d'een zide: Lysbeth voors, an d'ander: Jacob Jansz en Tybaut Jansz, after streckende an die Smeetstrate    ",62v,1492-1495,XLV,G.A. Haarlem Transportregister Inv F 351,,,
9003925,1493-09,"Wouter Jansz voor hem zelf en voor Claes, Aernt en Claes, Gheryt en Lysbeth, zyn broeders en zuster, erkent dat Lysbeth Symonsdochter hun al voldaan heeft van alle inboel en huisraet dat Jan Schout hoire alre vader metter dood ontruimt heeft    ",63,1492-1495,XLV,G.A. Haarlem Transportregister Inv F 351,,,
9003926,1493-09,"Jan Dircsz lijt dat hij vercoft heeft Cornelis Jansz zijnre zuster man de erfenis hem aangekomen bij dode van zijn vader Dirc Claesz ende anders, ende daertoe de 60 R gld die zijn moeder Katryn Bartoutsdochter hem besproken heeft na haar dood uit haar goederen, zoals in het weesboek beschreven, en al hetgeen hem nog van zyn moeder zou mogen ancomen           ",63,1492-1495,XLV,G.A. Haarlem Transportregister Inv F 351,,,
9003927,1493-09,"Jan Ban en Jan Jansz Mostert verkopen Claes Smijer een huis en erf mitten brouwtouwe, staende buijten omme op oude Haerlem, an d'een zide: Jan Westvalinck, an d'ander: Aelbrecht Gerytsz, afterwerts streckende an Biggenstege. Met een schuere in deselve Biggestege, an d'een zide: Jan Lubbrantsz, an d'ander: Margriet Claes Martynsz weduwe, afterwerts streckende an Margriet voirs                    ",63,1492-1495,"XLV, XLVI",G.A. Haarlem Transportregister Inv F 351,,,
9003928,1493-09,"Claes Smijer aan Jan Ban en Jan Jansz mostaert, een huis en erf in die Afterstraet, an d'een zide: Jan Gerytsz, an d'ander: Alijt Ponsen weduwe. Afterwaerts streckende an Roelof Jansz mit 2 cameren afterwaerts uytgaende op ten Burchwal, mit de medebruikwaer van een stege besyden de voors cameren op ten Burchwal , an d'een zide: deselve stege, an d'ander: Guert Smits         ",63v,1492-1495,XLVI,G.A. Haarlem Transportregister Inv F 351,,,
9003929,1493-09,"Claes Jacobsz aan Jacob Jan Comansz een huis en erf in de Grote Houtstraet, afterwaerts streckende an die Geerstraet, an d'een side: Dirc van Scoerle, an d'ander: Huyge Jansz; 110 R gld        ",63v,1492-1495,XLVI,G.A. Haarlem Transportregister Inv F 351,,,
9003930,1493-09-19,"Mathijs Jansz van Purmereynde is sculdig Floris Foppez 32 R gld. Onderpand: de ever daarvoeren vercoft. Testes: Jan Gorijsz en Claes Braeu, tapper. Verleden 19 Sept     ",63v,1492-1495,XLVI,G.A. Haarlem Transportregister Inv F 351,,,
9003931,1493-09-20,"Jacob Piersz van der Goes is sculdig Claes Jacobsz scheepmaker van Haerlem, 18 s gr Vls. Onderpand: t Rynscip. Jan Jansz plemper en Willem Cornelisz de timmerman; 20 Sept      ",64,1492-1495,XLVI,G.A. Haarlem Transportregister Inv F 351,,,
9003932,1493-09,"Cornelis Geerijtsz aan Thaems Mertsz ½ van een stuc [?] lants in Velsen, noord: Gurt Willem Jansz weduwe met haren kinderen, zuid: Aecht Gerrit Symonsz weduwe, oost: Lysbeth Dirc Jansz weduwe met haren kinderen, west: die duijnen van Breesape. Schout van Velsen; Jan van Waterlant. Scepenen: Dirc Jansz en Aris Jansz. Ende voert anders al dat hem van zyn vaders erve comen en bestorven mach wesen             ",64,1492-1495,XLVI,G.A. Haarlem Transportregister Inv F 351,,,
9003933,1493-10,Aelbert Jansz is sculdig de mater procuraetster en gemeen convent van Staveren 46 R gld. Onderpand: het huis en erf dat hij nu bewoont op Bakenessergraft  ,64v,1492-1495,XLVI,G.A. Haarlem Transportregister Inv F 351,,,
9003934,1493-10,"Fije Kossen weduwe met haar zwager Lambert Volkertsz als voogd, verkoopt Frans Gijsbrechtsz een tuyne gelegen binnen [?] an der stede vest, tegen den Ramen over, an d'een zide: Frans voirs, an d'ander: Pouwels Jansz, streckende van der stede vest after mitter halver sloot an de sloot voors      ",64v,1492-1495,XLVI,G.A. Haarlem Transportregister Inv F 351,,,
9003935,1493-10,"Aelbert Gerytsz als man en voogd van Dyewer Baerntsdochter, lyt dat Baernt Roelofsz zijns wijfs vader hem voldaan en betaald heeft mits een huis dat hy hem daervoer bewesen en gegeven heeft op ten Burchwal naest Claes Florijsz, van alle erfenis die hem anbestorven is bij dode van Reynu Jansdochter, zijn wijfs moeder, des voirs Baernts wijf doe zij leefde       ",64v,1492-1495,"XLVI, XLVII",G.A. Haarlem Transportregister Inv F 351,,,
9003937,1493-10-07,"Gerijt Henricsz is sculdig Lourys Huijsman als stedehouder van heer Cornelis Cruesinck, ridder, schout der stede van Haerlem, 15 R gld. Verleden 7 Octobri   ",64v,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003938,1493-10,"Jacob Pietersz aan Gerijt Vredericsz casteleijn een huis en erf in de Corte Hagestraet. Afterwaerts streckende an Geryt Luijtgensz, an d'een zide: Griet Pieter Baertsz weduwe, an d'ander: Claes Jansz      ",65,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
9003939,1493-10,"Bertolmeeus Jansz en Lambert Pietersz de decker aan Pieter Sijmonsz ⅓ deel van een huis en erf op ten Burchwal, an d'een zide: Dirc Fenije, an d'ander: Pieter Claesz, afterwerts streckende an Jan Dircsz     ",65,1492-1495,XLVII,G.A. Haarlem Transportregister Inv F 351,,,
