id,datum,naam,inhoud,bron,getuigen,bijzonderheden,,,,,,
1122424,1359-03-08 (1358),Molenaar,"hertog Albrecht bevestigt de tolvrijheid voor Dordrecht, gegeven te Sciedamme, per G. de Heemstede, Arnoldus de Cruningen en H Molner [Hendrik de Molenaer getuige tussen 1359-03-08 en 1359-11-19)","R.A.H. Coll Aanw 43 fol 104v, 44 fol 57v/Reg El 4 fol 29v/Reg Albrecht IV fol  26v",signum P Camerarius de Haytstede,,,,,,,
1122425,1363-10-04,Molenaar,"Jan de Moelnaer belooft niet uit de Vorsch van Putte te gaan en te Geervliet te komen binnen 2 dagen nadat hij door de heer van Putten daartoe vermaand wordt en zich te verantwoorden; 1364-11-20 en 1364-11-26: Heynrick en Jan de Molenaer beloven niet te dadingen met mr Tielman Jansz, deken van St Pieter",R.A.H. Coll Aanw 63 fol 238v/Quohier van Handvesten,borgen: zijn broers Florens en Willem,,,,,,,
1122426,1413,"Montigny, van","de heer van Montegijs van zijn leen 25 £ (843 fol 10v); 1414 en 1415: idem (fol 9v); 1416, 1417: idem 21 £ 5sc 8d (fol 8v); 1418: idem 17 £ 17sc 2d (fol 7v); 1419: (fol 5) [bedrag onleesbaar]; 1419-1420, 1420-1431: (850 fol 9 en 851 fol 9) van zijn leen 21 £ 7sc 1d ",Rek Rentmeester Kennemerland,,,,,,,,
1122427,1573-04-22,"Montigny, van","Joris vrijheer tot Mongtenij ende Noielle, gouverneur en kapitein van de stad Leiden, verklaart schuldig te zijn aan Cornelie van Drienberghen vrouwe van Lochorst de somme van 450 gld van 40 gr van geleend geld; 1586-02-22: vidimus afgegeven door schepenen van Amerzoden",R.A.H. Arnhem Recht Arch Hoge Heerlijkheid Ammerzoden no 243,ondertekend door Jooris vryheere tot Montegny,,,,,,,
1122428,,"Montigny, van","genoemd: dochter van de heer van Montigny x Guye van Haamstede, 1345 bij Staveren verslagen; de Montigny dictus de Suiry x … de Dannensz dictus de Waren","Batavia Illustrata bl 973, 1028",,,,,,,,
1122429,1298-05-25,"Montjoie, van","Waleramus van Montjoie en Valkenburg, zie op van Valkenburg ",,,,,,,,,
1122430,1527-1543,"Montmorency, van","Anna van Egmond, gravin-weduwe van Hornes, voor zichzelf en voor haar minderjarige zoon Philips van Montmorency graaf van Hornes en heer van Altena contra de Staten van Holland als heffers van de 10e penning [groot aantal akten]",Grote Raad Mechelen Beroepen Holland dl I dossier 58,,,,,,,,
1122431,,"Montmorency, van","Joseph van Montmorency x Anna van Egmond, zij hertrouwt graaf Jan van Horne, stierf 1540, hieruit: kinderen o.a. Philips onthoofd te Brussel in 1568; George de Monmorancy x Elisabeth van Renesse van Elderen, dochter van Johan van Nassau; Johan de Mommorency x Elisabeth van Cuyk van Myerop","Batavia Illustrata bl 951, 1066, 1017",,,,,,,,
1122432,1349-1350,Montrover,"Nanne Montrover: van de lande van Vronen (798 fol 9) en (fol 23) maakt 12 roeden aan de Outdorperdijk; 1356: (803 fol 19v) afterstal van Vronen 12sc 2d en 6sc 10d, Nanne Montrover; 1356-1357: (804 fol 3v) afterstal van 1355 van Vronen 27sc 4d; (fol 8v) land te Vronen 4£ 11sc; (fol 25v) Nanne Montrover, afterstal van Vronen van 1356, 12sc 9d, en Montrover idem 13sc 8d; 1358-1359: (806 fol 11v) land te Vronen 4£ 11sc",Rek Rentmeester Kennemerland,,,,,,,,
1122433,1357-1358,Montrover,"Gerbrand Montrover: afterstal van 1356 van Vronen, 6sc (805 fol 3v); 1358-1359: (806 fol 32v) afterstal van 1358 van Vronen 19sc 6d 1 mite",Rek Rentmeester Kennemerland,,,,,,,,
1122434,1615~,Moons,"Pieter Moons, lange jaren als appoincté onder de garde van zijne exellentie gediend hebbende, als kapitein gecommandeerd onder een Nederlandse compagnie ten dienste van de majesteit van Zweden, en in dienst van de Hansestede in de oorlog van Brunswijck, sollliciteert naar een kapiteinschap",Kroniek Hist Gen 1853 p 168/0,,,,,,,,
1122435,,Moons,"genoemd: Jan Moons, Raad en Procureur Generaal, dochter Margaretha Moons x Jan Persijn, Raad en Schepen te Amsterdam",Batavia Illustrata bl 1048,,,,,,,,
1122436,1290-03-04 (1299?),"Moor, de", getuige voor de graaf van Vlaanderen: o.a. heer Gheraerde de Moor heer van Wessenghem,v.d. Bergh II no 1057,,,,,,,,
1122437,1390,"Moor, de","lenen in Rijswijk: - 10 morgen in Rijswijkerbroek in de woning waar Willem de Moer in woont, belend noord: de Delf, zuid: de Zwet, leenman: Dirc die Blote; 1346: - 2 morgen land op Ockenburg, Elisabeth Jan Meurs; 1390: Willem die Moer te Rijswijk met de ledige hand; 1406-06-16: Jan die Meier ten eigen; 1411-01-17: Jan Willem Moersz draagt over aan Agatha Willemsdochter voor het convent van St Agatha te Delft","Ons Voorgeslacht 12-1984 p 562, 570; Inv St Agatha no 117",,,,,,,,
1122438,1393-1394,"Moor, de","renten in het land van Woerden: - Dirc van Maersen heer Aelmansz 10 Holl scilden per jaar, maakt 10 £; - Willem die Moer heer Aelmans, 16 Holl scilden per jaar, maakt 16 £; - jvr Lysbeth heer Aelmansdochter, 10 Holl scilden maakt 10 £; - Jan Heynric heer Aelmans knecht was, 10 Holl scilden, maakt 10 £; 1395-1396: dezelfde rente","Rek Rentmeester van Woerden fol 6v gedrukt p 49, 175",,,,,,,,
1122439,1412,"Moor, de",schepen van Sluis: Leurench [Laurens ?] le Moor,De Raadt II p 514,,,,,,,,
1122440,1453-1454,"Moor, de","Donaes de Moor, poorter te Brugge, ontvangt van rente ""van myns gen Heren Vroonland 320 £"" (no 203 fol 11v); hetzelfde bedrag: 1454-1455 (no 204 fol 11) tot en met 1474-1475 (no 222 fol 39v), gedurende 19 jaren",Thesauriersrekening Haarlem,,"NB no 204, 205, 206 loopt op, met wisselende fol nrs bijv fol 11, 10v, 13, 12, later fol 20, 29, 21 etc",,,,,,
1122441,1574-02-07,"Moor, de",[commissie] van baljuw van Middelburch op Joost de Moor,Navorscher jg 1897 p 380/Depeches Willem I,,,,,,,,
1122442,1653-03-28,"Moor, de","voor schepenen van Heemstede verkoopt Tryntje Gerrits weduwe van Jacob Pietersz Molewerff aan Philips Cornelisz Beijer Bergen en Henegouwen gehuwd met Aechtien Jacobs, haar dochter en schoonzoon, hare huysinge en opstal op grond van de heer van Heemstede aan de Molewerf, ""de herberg aan de Molenwerf genaemd"", belend noord, zuid en west: de heer van Heemstede, oost: de Molenwech (vgl 1664-12-23)","R.A.H. O.R.A. 583 fol 56v, 57v",,verponding 1732 onder 85a Heemstede,,,,,,
1122443,1659-04-15,"Moor, de","schepenen van Heemstede oorkonden dat de erfgenamen van Leendert Gerritsz van Bourgondië verkopen aan Phillips Cornelisz van Beyerbergen in Henegouwen een stuk teelland, groot 330 roeden, gelegen in t Hulst, belend noord: Marten Crynsz, oost: de schouwwatering, zuid: Hildebrant Schalcke, west: de stad Haarlem; koopsom fl 1250 in een custingbrief; 1660-05-27: hij verkoopt dit land weer voor 1500£","R.A.H. O.R.A. 585 fol 46, 46v, fol 91v en 92",,Heemstede,,,,,,
1122444,1664-12-23,"Moor, de","Gerard Pauw, heer van Heemstede, geeft in eeuwig durende erfpacht aan Philips Cornelisz van Beyerbergen het erve en werve, dat hij tegenwoordig in huur gebruikt, gelegen aan de Molenwerf, omtrent de noordwestzijde van het huis van Heemstede; daarop staat zijn huizing, erfpacht 33 gld, belend oost, west, zuid: de heer van Heemstede, noord: de sloot van de Molenwerf   (vgl 1653-03-28, 1673-04-19)",R.A.H. O.R.A. 586 fol 34v,,verponding 1732 no 85a Heemstede,,,,,,
1122445,1673-04-19,"Moor, de","voor schepenen van Heemstede verkoopt Philips Cornelisz de Moor, onze inwoner, aan Machtelt Jacobs, lest weduwe van Jacob Jacobsz van Sijp, de opstal van een neringrijke herberg, van ouds genaamd de Molenwerf, op erfpachtsgrond van de heer van Heemstede, groot 70 roeden. Erfpacht 33 £, met een recognitie van 2st, belend oost, west en zuid: de heer van Heemstede, noord: het dorp met haar molenwerf; koopsom fl 6000 in een custingbrief (vgl 1664-12-23)","R.A.H. O.R.A. 587 fol 89, 89v",,verponding 1732 no 85a Heemstede,,,,,,
1122446,1675-04-16,"Moor, de","voor schepenen van Heemstede verkoopt Cornelis Pietersz Snap, onze inwoner, aan Philips Cornelisz de Moor, onze inwoner: de opstal van een nieuw getimmerde huizing en herberg, op erfpachtsgrond van het dorp Heemstede, op de Molenwerf, erfpacht 30 £ per jaar, belend oost en zuid: de Molenwerf, noord en west: de sloot rontsom, koopsom fl 3400   (vgl 1685-07-13)","R.A.H. O.R.A. 587 fol 117, 117v",,verponding 1732 no 85 Heemstede,,,,,,
1122447,1685-07-13,"Moor, de","voor schepenen van Heemstede verkoopt Maritie Cornelis, weduwe van Philips Cornelisz de Moor aan Harmen Emptinck: een nieuw sterk getimmerd huysinge ofte herberg, op erfpachtgrond van het dorp van Heemstede, op de moolenwerff deser heerlijkheid, groot 30 roeden, erfpacht 30 gld per jaar tbv het dorp; met het verbod om tappersnering op de molenwerf te drijven, belend oost en zuid: de molenwerf, noord en west: de sloot rontsom lopende; koopsom fl 3800 in een custingbrief, afgelost 1697-03-02 (vgl 1675-04-16)","R.A.H. O.R.A. 590 fol 9v, 10",,verponding 1732 no 85 Heemstede,,,,,,
1122448,1724-09-24,Moor,"gedoopt te Beverwijk: Jacob, zoon van Aldert Dam en Aaltje Claes Moor, getuige: Tryntje Dam",DTB Beverwijk 97b Hervormd,,,,,,,,
1122449,1734-05-26,"Moor, de~","Claes Dammisz, getuige, ondertekent: Klaes Dammesen; 1735-02-26: Claes Dammisz, getuige en ondertekent met Klaes Dammesen de Moor; in het sterfregister van Wijk aan Zee: 1729-11-17 Dammis Claes; 1722-06-13: Dammis de Moor; in het sterfregister van Beverwijk: 1741-02-27: Claas Dammisz de Moor",Not Arch Beverwijk regest 271; Sterfregister Wijk aan Zee en Beverwijk,,,,,,,,
1122450,1709-04-29,"Moor, de~",sterfregister Wijk aan Zee: Claes Claes Dammisz; 1709-10-04: Geertje Dirksz de edelmansvrouw; 1714-05-12: het kind van Claes Dammisz; 1716-10-11: Jesje Dammis; 1737-04-13: te Beverwijk Dammis Cornelisz,"Sterfregister Wijk aan Zee reg 707a, Reg 105a",,,,,,,,
1122451,1737-06-25,"Moor, de","de Ed Claas Dammasz de Moor, wonende alhier: schuldbekentenis aan hem; 1730-05-01: verkoopt van twee huizen aan de hoog Ed geboore Heer Claes Dammisz de Moor","R.A.H. O.R.A. 1224 fol 90, 1223 fol 170",,,,,,,,
1122452,1640-05-10,"Moorbuijck, van","losrenten kantoor Medemblik: verschijndag 05-24, Jan Lourisz van Moorbuijck, fl 1800 - fl 72",Arch. Gecommiteerde Raden van het Noorderquartier Inv 51,,,,,,,,
1122453,1281-1284 (1282),"Moordrecht, van","lenen ten tijde van Floris V: no 8) te Keten in Troveys ambacht: Raynier Ghisebrechtsz, een viertel land; no 88) het ambacht tussen Goude en Cralingen, 3 £ per jaar uit de bede van Corteland (Nieuwerkerk aan de Yssel), waarop Troveijs aanspraak maakt; 13--: heer Jacob van Moordrecht;  8£ uit de bede van Capelle Yselermer, van der Lo op ses vurlanc van der Piclede, ambacht en tiende en 6 viertel; no 252) in het ambacht van Keten: Arnout Trovesz 7 morgen; no 254) Troves: de broek van Bettensloot, de gruit tussen Cralingen en de Goude bij de Ysel en het veen, 3 hont land in zijn woning ter Nuwerkerk aan de westzijde; no 15bis: te Moordrecht 19½ viertel belast met 1 £ per jaar tbv Simon Roveysenz, verpacht voor 5½ sc en 1 hoen per viertel, in totaal tegen 4£ 7sc; ----: heer Jacob van Scobben, het leen is vóór 1343 verstorven","De Fremery no 228/Ons Voorgeslacht 05-1988 p 212, 213",,,,,,,,
1122454,1285-10-27,"Moordrecht, van",verzoening van de gebroeders van Amstel met graaf Floris V en bisschop Jan van Utrecht,Reg Rotterdam en Schieland no 110/v.d. Bergh II no 571/Batavia Illustrata bl 1203,"borgen voor Amstel: Jacob van den Woude, Ghisebrecht Bokel, Ghisebrecht Both van de Eme, ridders;  Wouter en Willem, broers van heer Symon van Haerlem, Jan zoon van de heer van Teylingen, Dirc heer Symonsz van Teylingen, Willem van Oesghest, Florens Florisz v.d. Wort, Ghisebrecht heer Ghisebrecht Bokelsz, Jan van Tholenzen, Troveis van Mordrecht [zegel: achtpuntige ster], knapen",,,,,,,
1122455,1288-03-21,"Moordrecht, van","verzoening van Herman van Woerden met graaf Floris V, onder de getuigen uit Holland: Troveis van Moordrecht",v.d. Bergh II no 632,,,,,,,,
1122456,1295,"Moordrecht, van","oudste rekening van het kapittel van Oudmunster te Utrecht: Arnoldus Scilant en Jacobus Alardi de Moordrecht; 1296: censum de Mordrecht de tribus fertellis, 3 sol",Bijdr Meded. Hist Gen jg 1937 p 13,,,,,,,,
1122457,"1295, 1296","Moordrecht, van","uitspraak over het eigendomsrecht van gronden, tienden en rechten: nr 16/18) in Moerdrecht Cortland van de Ysel tot aan [Dirc volgens EL1]van Mordrecht ""ende reerecht vergadreen an den wech van Zevenhuzen voir ver Machtilde huus, die Bertoud, ridders wijf was""",De Fremery no 309/Reg EL 1,,,,,,,,
1122458,1298-07-10,"Moordrecht, van",baljuw van Schiedam: Jacob van Moordrecht,v.d. Bergh II no 1036,,,,,,,,
1122459,1300-07-25,"Moordrecht, van","Jacob, pastoor van der Goude, Jan van Moordrecht, Adam van der Nuwerkerck oorkonden dat, toen heer Willem van Moerdrecht, ridder, de polder verkocht, omtrent de bedijking bepalingen zijn gemaakt, o.a. dt die van Keeten die in zijn ambacht woonden, hun voet en hun zool moesten afhouden van hun dijken, en bezegelen het stuk behalve Adam die geen zegel heeft","Reg Rotterdam en Schieland no 159, p 50",,,,,,,,
1122460,1311-06-18,"Moordrecht, van","Nicolaes heer van Putte geeft in leen aan Jacob van Moordrecht Jansz, ridder, 6 viertel land in de parochie van Mordrecht, tussen het land van de kerk en Abbenland, strekkende van de oude boomgaard tot de landscheiding van Sevenhusen, met de huizen, molens en getimmerte","Reg Rotterdam en Schieland no 209/Reg Hann p 41/Reg van Putten fol 17v, P.S fol 208, OF fol 17",,,,,,,,
1122461,1316-12-25,"Moordrecht, van","huwelijkscontract van Philips van Santhorst, neef van Wouter van Haerlem met Kerstine Willem ver Bartenzdochter; borg o.a. Jacob van Moordrecht, ridder",Van Mieris II bl 178,,,,,,,,
1122462,1316,"Moordrecht, van","landhuur in den Nuenbroek, in Slancwyc: Gheret van Mordrecht 11sc 4d; uitgaven uit de renten tussen Schie en Goude: in Mordrecht aan Jacob 12sc","Rek Hen Huis I bl 31, 69",,,,,,,,
1122463,1321-10-28,"Moordrecht, van","de leengoederen van Jacob van Moordrecht zullen versterven op zijn dochter Lisebette, die hij heeft bij zijn vrouw Aleid van Naaldwijk, volgt opsomming: 1) het ambacht van Moerdrecht, 2) van Nieuwerkerk, 3) korentiende en smaltiende, belend tussen Jan an Henegouwen en Jan van der Goude, Proesttiende genoemd, 4) al het land en Boske tussen Jan van Henegouwen en Jan van der Goude, 5) 5 morgen van de nieuwe Ghoude, 6) tiende en smaltiende van der Piclede westwaarts",Van Mieris II p 266/Reg Rotterdam en Schieland no 289,,,,,,,,
1122464,1322-08-07,"Moordrecht, van","Jacob van Moordrecht krijgt verlof om te verkopen: - aan Alewaerde, 7 morgen land in Inkelede in het ambacht van Mordrecht, waarbij Jacob gelijkwaardig goed opdraagt aan de graaf en weer in leen ontvangt; - aan Jan van Delf als vrij eigen, 5 morgen land in het ambacht van Moerdrecht, liggende bij de 6 morgen die heer Jacob verkocht heeft aan Dieric Melysz, in het gerecht van der Goude [Hofland], hiervoor draagt Jacob gelijkwaardig goed op","Reg Rotterdam en Schieland no 303, 301",,,,,,,,
1122465,1322-08-07>,"Moordrecht, van","Jacob van Moordrecht draagt aan de graaf op en ontvangt weer in leen: een viertel in Abbencamp, op de Westeren Eg",Reg Rotterdam en Schieland no 304,,,,,,,,
1122466,1324-01-14 (1323),"Moordrecht, van","Jan van den Werve, Jan van Foreest, Jan Florensz, Simon Clarenz en Janne die Scoute Danielsz zullen de schulden van heer Jacob van Moordrecht, zijn vrouw en dochter betalen, met regeling",A.R.A. Leenkamer Copie 23 fol 135v/EL 2 fol 32,borgen: Mathijs Renghersz en Willem Camerlinc van de graaf,,,,,,,
1122467,1324-09-29,"Moordrecht, van","Clays Renghersz maakt aan zijn vrouw jvr Lizebette dochter van Jacob van Moordrecht, tot haar lijftocht 50 £ Holl per jaar uit zijn goederen te Dirksland, onder voorwaarde dat als Clays overleed voordat hij aan zijn broer Mathys de 100 £ gr betaald had, die hij hem schuldig was, eerst dit afgelost moest worden",Reg Rotterdam en Schieland no 328,,,,,,,,
1122468,1325-10-27,"Moordrecht, van","geschil tussen Dordrecht en andere steden over het stapelrecht; onder de getuigen: Jacob van Moordrecht, ridder",Van Mieris II p 364,,,,,,,,
1122469,1325~,"Moordrecht, van",vgl de brief van 1355-03-27; heer Hendrik van Moordrecht houdt in leen 40 schilden per jaar uit de tollen te Niemantsvrient [ook datum 1334-03-13 ?],Reg Rotterdam en Schieland no 10,,,,,,,,
1122470,1326-12-26,"Moordrecht, van","landscheiding met Brabant, onder de getuigen: o.a. Jacob van Mordrecht en Jacob van Mordrecht, ridders",Van Mieris II p 409,,,,,,,,
1122471,1330-01-01 (1329),"Moordrecht, van","Jacob van Moordrecht draagt op aan de graaf tbv Claes Renghersz, broek en bos te Moordrecht, en Claes wordt ermee beleend",Reg Rotterdam en Schieland no 389,,,,,,,,
1122472,1330-11-02,"Moordrecht, van","graaf Willem geeft aan heer Jacob van Moordrecht toestemming om zijn goed, dat hij zijn dochter en haar kinderen gemaakt had, uit nood te verkopen; 1330-11-18: Jacob van Moordrecht verkoopt zijn ambacht aan graaf Willem; 1330-11-19: graaf Willem beleent Claes Rengersz met het ambacht, tienden, land, watergang van Moordrecht, die de graaf gekocht had van heer Jacob van Moordrecht","Van Mieris II p 504, 505, 506/Reg EL 1 fol 85v","1330-11-02: Gherard van Vorne, Ghisebrecht van Ysselsteyn, Dieric van Leyden, Jan van der Wateringhe, Jan van Polanen, Daniel van der Merwede, Willem van Duvenvoorde, ridders; Willem van der Wort, Jan Persyn de Oude, Willem van Outshoorn,  rentmeester Enghebrecht [van Voorschoten], knapen; 1330-11-18: Pieter van der Lecke, Clays van der Merwede, ridders, Tielman die Moilnaer, Gherid Alewijnsz, Pouwels die Tolnaer; 1330-11-19: borgen voor Jacob van Moordrecht: Clays van der Merwede, Lode van der Merwede, Hughe van den Woude, Roelof van Wyc, Wouter Adamsz, Everocker van der Donc",,,,,,,
1122473,1334,"Moordrecht, van",uitgaven van renten in Noordholland: Clais Renghersz uit de broek te Moordrecht 80 £ ,Rek Hen Huis I p 228,,,,,,,,
1122474,1334,"Moordrecht, van","renten in Schiedamme, van hofstedehuur: heer Jacobus van Mordrecht, 2 capones; Jan heer Jacobsz erfgenaam, 14sc 2 cap",Rek Hen Huis I p 212,,,,,,,,
1122475,1334,"Moordrecht, van","ontvangsten van erfhuur, die heer Jacob placht te hebben, 36 morgen, per morgen 6sc 3d 1 hoen, maakt 11 £ 5sc 36 hoenre",Rek Hen Huis I p 215,,,,,,,,
1122476,1334,"Moordrecht, van","renten uit de Broek te Moordrecht: - 19 ½ viertel, Jacob van Scobben, maakt 5 £ 7sc 3d, hiervan heeft Symon Trovesen 4 viertel land 1 £, zo blijft 4 £ 7sc 3d, daer dit die partulen of zijn: Simon Troveisenz 1 viertel 5 ½ sc 1 hoen, Jacob Venemans 1 viertel 5½ sc 1 hoen, hiervan zegt Symon dat hij 10 sc per jaar heeft;  en Simon Troveisz 2 viertel, 11 sc 2 hoenre, hieraan heeft Symon 10 sc per jaar",Rek Hen Huis I p 216,,,,,,,,
1122477,1340-11-30,"Moordrecht, van",de vrouwe van Voorne beleent Hugheman van Borsselen met het goed dat voorheen van Mathijs Rengersz en van Jan van Moordrecht was,Reg Rotterdam en Schieland no 509/Reg Hann p 273/Reg Voorne AB fol 60v,,,,,,,,
1122478,1343,"Moordrecht, van","ontvangsten uit de broek te Moordrecht, 2 morgen 5 hont en 6 roeden, per morgen 30 £, gekocht door Troveys Gheret Heyenz, 85 £ 6sc; - Jacob van Scobben 19 ¼ viertel, per viertel 5 ½ sc 1 hoen, maakt 1 £ per jaar die Simon Troveysen heeft, 4 £ 7sc 3d; in Woerdener kerspel: - Troveys heer Vriezenz 40sc; uitgegeven in afterstal: in Mazeland Wiggher Troveissenz, 3 £10sc","Rek Hen Huis II p 30, 31, 32, 39",,,,,,,,
1122479,1346-09-04,"Moordrecht, van","zijn goed was Ye van Moordrecht ontnomen, maar hij blijkt onschuldig te zijn; zijn zoon Ye ontvangt de goederen van zijn vader terug: o.a. een hoeve in het gerecht van Oudmunster in Linschoten en de Vliderhoeve, en ziet vervolgens af van zijn aanspraken tegen de grafelijkheid",Reg Rotterdam en Schieland no 558,,,,,,,,
1122480,1355-03-27,"Moordrecht, van","Henric van Moordrecht ontvangt in leen 40 oude schilden op de tol in Woudrichem, iplv de toegezegde 600 oude schilden",Reg Rotterdam en Schieland no 697,,,,,,,,
1122481,1355-05-17,"Moordrecht, van","vele Brabantse edelen beloven zich te houden aan het verdrag van Leuven van 1355-03-08, inzake de erfopvolging in Brabant, o.a. Henric van Moerdrecht [Henric de Rover Yenzoon van Moordrecht ?]",Inv Arch Belgique Chartes 1e partie tome II no 893,,,,,,,,
1122482,"1355, 1365","Moordrecht, van","schepen van 's Hertogenbosch: Henricus van Moordrecht, zegel: een achtpuntige ster",Taxandria jg 1912 p 17,,,,,,,,
1122483,1357-06-19,"Moordrecht, van","Jacob Jan van Moordrecht en enige anderen verklaren vergunning verkregen te hebben van de heer en vrouwe van Putten tot het bedijken van een nieuw korenland, gelegen in het land van Putte, tussen Oedenvliete en Pernisse",Reg Rotterdam en Schieland no 753,,,,,,,,
1122484,1357-07-13,"Moordrecht, van","verdrag tussen Arnold van Rummen, drossaard van Brabant en heer Jan van Cuyk over het opmaken en onderhouden van de Hamdijk te Grave",Bijdr Gesch Noordbrabant II p 572/Arch 's Hertogenbosch,"zegels van: Arnold van Rummen, Jan van Cuyk, Willem borggreve van Montenaken heer van Bilrevelt, Arnd heer van Zelic, Arnd die Rover, Hendrik van Moordrecht, ridders; Jan Dicbier, Giselbrecht Lyscap, Godevaert Scheyvel, Mens van Meyen",,,,,,,
1122485,1358-04-18,"Moordrecht, van","Ghijsbrecht Voppenz, schout in het ambacht van der Nieuwerkerk, verklaart dat Jacob Jan [van Moordrecht] voor hem erkende schuldig te zijn aan Adaem de Merceman 20 sch Holl per jaar uit een viertel land aldaar, belend west: Jan Naghel, oost: Jacob Jan met zijn moeder Katerine, strekkende van de Ysel tot aan de landscheiding van Zevenhusen",Reg Rotterdam en Schieland no 781,,,,,,,,
1122486,1360-11-06,"Moordrecht, van","Heynric de Rover Hijenz van Moordrecht draagt op 5 ½ morgen land in het Oudeland in het land van Ysselsteyn, geheten Blomencamp, door hem in leen gehouden van hertog Willem, dit land wordt in erfleen gegeven aan Jan Gheront",Reg Rotterdam en Schieland no 830,,,,,,,,
1122487,1361-1395,"Moordrecht, van","leen van Putten:  Jacob Jan [van Moordrecht] 25 gemeten met zijn huizinge in het Gravenambacht; 1368-07-04: Jacob Dirc Philipsz; zijn broer Philips houdt het Karrevelt in het Gravenambacht; Jacob Pieter Zeelandersz ½ weer in 's Gravenambacht an die waterkeringe van Katendrecht, dat Willem Zomerland hield",R.G.P. Grote Serie dl 170 Rek Dom van Putten II p 343,,,,,,,,
1122488,1364-07-12,"Moordrecht, van","Zweder van Abcoude verklaart als lijftocht gegeven te hebben aan Adelijs vrouw van Jacob Jan van Moerdrecht, de helft van 50 gemeten land in 's Gravenambacht, belend oost: de Sluisvliet en west: Jan van den Burch, die Jacob van Zweder in leen houdt","Reg Rotterdam en Schieland no 863, 864",,,,,,,,
1122489,1375-05-04,"Moordrecht, van","Willem van Haestrecht verbindt zich jegens zijn neef Henric de Rover van Montfoort om Lysbet, weduwe van Rover Yenz [van Moordrecht] niet te huwen, op verbeurte van zijn aanspraak op de goederen die zijn moeder van de heer van Montfoort te leen houdt, tbv deze laatste en van heer Henric  (opgenomen in een vidimus dd 1388-06-11)",Arch  Montfoort regest no 101,,,,,,,,
1122490,1375-05-19,"Moordrecht, van",kwitantie van 40 oude scilden per jaar van heer Henrick van Moordrecht,Reg Rotterdam en Schieland no 986,,,,,,,,
1122491,1376-01-10,"Moordrecht, van","hertog Albrecht beleent Zweder van Montfoort met het goed dat Rover Yenz van Moordrecht van de grafelijkheid hield, gelegen in het gerecht van Achthoeven in het land van Montfoort (zie ook: 1392-04-03, 1402-10-29)",Arch Montfoort regest no 103,,,,,,,,
1122492,1384-1389,"Moordrecht, van","schepenprotocollen van 's Hertogenbosch: vrouwe Katharina van der Aa Gerritsdochter als vrouw van heer Henrik van Mordrecht, ridder; 1399: zij is weduwe",Ned Leeuw jg 1913 p 226,,,,,,,,
1122493,1432-03-18,"Moordrecht, van","leenmannen van Johan burggraaf van Montfoort doen bij verstek uitspraak op diens eis tot vervallenverklaring van Herman van Wy, wegens verzuim van de leenweer van de door diens vader Jan van Wii van de hofstad van Montfoort in leen gehouden goederen",Arch Montfoort regest no 469,"leenmannen: Ghelmer van der Tolle, Heinric van Moerdrecht, Willem van der Kerck, Jacob van Dam, Philips van Deyl, Willem van Angheren, Herman van Oemeren",,,,,,,
1122494,1300~,"Moordrecht, van","genoemd: Bertha van Moordrecht; Jacob en Hendrik van Moordrecht (uit van Cralingen); Frank van Mordrecht, knape","Batavia Illustrata bl 871, 925, 1203",,,,,,,,
1122495,1344,Moraal,"dit is innemen heer Florans van der Boechorst van den goede dat hi ghevonden heeft in der monike huus op Markerhoefde, en verkocht heeft: - Jan Morael van Monikedamme van 1 rode coe, 37 sc 4d; - in het oesthuse van Markerhoefde: Jan Morael van 2 calveren 6sc 8d, van 3 roeden calveren, 18sc; - Jan Morael van 1 ketel 18d",Rek Hen Huis I p 359-372,,,,,,,,
1122496,1358-11-11 - 1359-11-11,Moraal,"rekening baljuw en rentmeester van de Wijk en Noordwijk, ontvangen van Catwoude: - Jan Morael van de doodslag op Jan Hillenz, 200 scilde, maakt 120 £ ",Rechtspraak Graaf van Holland III p 4,,,,,,,,
1122497,1370~,Moraal,"uitspraak over de dood van Jacob Jan Hillenzsz, Jan Pieter Heynenzsz en Pieter Rukebier: - Stuver zine broeder Symon Jacobsz en Clays Boykinsz moeten gelden voor Jan Pieter Heynen 90£ en de baljuw 10£ en voor Pieter Rukebier idem, Pieter Heynenz en zijn kinderen zullen niet gelden; - Meliis Mienen, Tsemme Felienz, Claes Morael, Hanne Teding, L. Rukebiersz, Jan Claes Walenz, Jacob Hanne Trudemansz en hun familie en helpers die mede ""an den velde waren, daer men die kerke belach ende smoecte"", moeten VI M mottoenen betalen en de kerk van Yedam moet weer gewijd worden op hun kosten","Rechtspraak Graaf van Holland III p 7, 8/Reg BB Bloys fol 31/Van Mieris III (1366-11-14, 1368-11-14)",,,,,,,,
1122498,1373-11-07,Moraal,"Grebber doodgeslagen op Catwoude door Stuver, zijn broer Jan en Jan Bienaertsz, hij heeft vier kinderen, o.a. Bruninc Grebbersz en zijn broer Claes Morael, Willem de Grebber, schout van Catwoude; de daders moeten als zoen betalen 1215 £ , met uitgebreide verdeling",Rechtspraak Graaf van Holland III p 9-11/Reg BB Bloys fol 147,,,,,,,,
1122499,1589,Morgang,"trouwt heimelijk te Dordrecht: Thomas Morgang, Engels kolonel met Anna van Merode; zij hertrouwt Justinus van Nassau; Charles Morgang, Schots kolonel x Elisabeth van Marnix, sterft 1608 te Delft, hieruit: Anna Morgang","Batavia Illustrata bl 889, 1103",,,,,,,,
