nummer,datum,plaats,verkoper,koper,omschrijving,belending,bron,opmerkingen,,
5010537,1566-06-01,Heemskerk,"Claes Dircsz Orlewijns, wonende aen die Duijn; borgen: zijn zoons Willem en Dirc","Cornelis Lourisz, poorter van Beverwyc ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""een acker zaedtlandts groot 2 achgelen zaeyns, daertoe noch zijn huijs en erve sulcx dat hij nu ter tijt in eigendom bewoent leggende annex, belend die wildernis""",noord: zijn broer Dirc Dircsz; oost: die groet Zije; zuid: Claes Dircsz Orlewijns; west: Willem Claesz    ,O.R.A. no 276 fol 50,,,
5010538, 1566-11-19,Heemskerk,Wouter Cornelisz,"Cornelis Lourisz, poorter van Beverwyc ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""een stucke hooijlants gelegen tot Noertdorp"", groot 2 morgen. Gecasseerd 1569-02-27  ",noord: Wouter Cornelisz; oost: de wateringe; zuid: Mathijs Heynricsz en Pieter Lourisz; west: Lambert Willemsz  ,O.R.A. no 276 fol 71,,,
5010539,1562-06-11,Heemskerk,"Maritgen Claes Znijders, tot Velsen met Pieter Cornelisz, van Overveen, als voogd  ","Quirijn en Maritgen, kinderen van Cornelis Pietersz tot Velsen  ","losrente van 3 Kar gld per jaar; onderpand: een acker zaedtlands,  groot ½ morghen [nog een ander onderpand]","noord: Ariaen Dircsz, van Wyck op Zee; oost: de Scilpweg; zuid: Tonis Lourisz; west: de scouheininck    ",O.R.A. no 275 fol 58,,,
5010540,1562-06-11,Heemskerk,"Maritgen Claes Znijders, tot Velsen met haar voogd Pieter Cornelisz, van Overveen; borg: Claes Engelsz  ","Quirijn en Maritgen, kinderen van Cornelis Pietersz, tot Velsen  ","losrente van 3 Kar gld per jaar; onderpand: een crofgen lands groot 1 morgen, gemeen met Claes Engelsz  [zie vorig onderpand]",noord: Gerrit Claesz c.s; oost: Willem Willemsz c.s; zuid: die memory ut die wijck; west: de cleijne Houdtwech  ,O.R.A. no 275 fol 58,,,
5010541,1567-04-20,Heemskerk,Aelbert Claesz,,"Aelbert Claesz wonende aan Wycker Duijn, als broer en bestorven voogd van zijn zuster Engel geeft aan Hendrick en Gerrit Florisz en Cornelia Florisdochter, als erfgenamen van Cornelis Florisz, kwijting van 108 Kar gld, aan Engel  door arbiters toegewezen voor onderhoud van haar kind. Hij stelt als onderpand: een stucke zaedtlandts gelegen tot Noertdorp       ",noord: Pieter Gerrit Jacopsz; oost: Claes Pietersz weduwe; zuid: die Reguliers ut die Beverwyck; west: die Scoubeeck    ,O.R.A. no 276 fol 100,,,
5010542,1564-03-30,Heemskerk,Ysbrant Willemsz van die Maer; borg: zijn broer Claes Willemsz ,"Cornelis Fransz, poorter van Beverwijc  ","losrente van 4½ Kar gld per jaar, losbaar met 75 Kar gld; onderpand: een acker zaedtlandts groot 2 achgelen zaeijns",noord: Gerrit Claesz; oost: de weduwe en erfgenamen van Arijs Jansz; zuid: die Strenge; west: de Grote Houdtwech  ,O.R.A. no 275 fol 109,,,
5010543,1568-07-02,Heemskerk,,,"Jan Pietersz alias Jan Pieter Nellen, buyrman binnen Eemskerk, wonende tot Noertdorp, is schuldig aan Engel Willemsdochter, weduwe van Dirck Auwel en Gysbert Jansz als man en voogd van Maritgen Auwelsdochter de somma van 72 Kar gld geleende penningen; onderpand: ""een acker zaedtlandts leggende tot Noertdorp""    ","noord: Louris Pietersz; oost: de heer van Assendelft; zuid: Louris Lourisz, tot Castricum; west: die scouheining  ",O.R.A. no 276 fol 289,,,
5010544,1568-06-29,Heemskerk,,,"Claes Dircsz Orlewijnsz belooft zijn beide zonen Dirck Claesz en Willem Claesz cost- en schadeloos te houden van de borgtocht voor hem bij Cornelis Lourisz, poorter van Beverwijk, aangegaan ter zake van een losrente van 3 Kar gld per jaar. Hij behoudt in gebruik het goed dat aan Anna Claesdochter bij wijlen Maritgen Claesdochter, ten deel is gevallen; onderpand: 1) een croften lants beoosten die luttick Zije   ",,O.R.A. no 276 fol 194,,,
5010545,1565-02-17,Heemskerk,Michiel Gysbertsz; borg: Louris Gerritsz,"Dirck Lourisz, poorter van Beverwijc ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""een crofte zaedtlandts gelegen tussen dije Houdtwegen"". Op 1583-09-23 door Louris Lourisz geleverd om gecasseerd te worden. Schepenen: Willem Cock en Laurens Arisz       ","noord: t kerckenlandt van Eemskerck; oost: mr Crijstiaen de Waert, Raedt Ord. tot Mechelen",O.R.A. no 275 fol 150,,,
5010546,1562-10-24,"Heemskerk, in Wateracker",Dirck Pietersz,"Dirck Maertsz, buerknecht tot Eemskerck","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: een acker zaedtlandts gelegen in ""Wateracker""  ",noord: de erfgenamen van Pieter Allertsz; zuid: Dirck Maertsz; west: de erfgenamen van Joest Splinter Ysbrandts weduwe    ,O.R.A. no 275 fol 65,,,
5010547,1569-06-04,Heemskerk,"Anna Gelisdochter, weduwe Dirc Dircksz Kock tot Wyck op Zee,  met Ariaen Simonsz, haar voogd   ",Duijfgen Cornelisdochter wonende in die Beverwijck ,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""een crofte zaedtlandts gelegen tusschen dije twee Houdtwegen"" ",noord: Cornelis Gijssen; zuid: Aelbert Doeven  ,O.R.A. no 276 fol 258,,,
5010548,1565-03-17,Heemskerk,Dirck Claesz Orlewijns; borg: Dirck Dircksz Orlewijns ,Engel Cornelisz wonende te Wyck aan Duijn  ,"losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: een acker zaetlants groot 3 achgelen zaijens. Schepenen: Claes Ysbrantsz en Lourys Arysz   ","noord: Dirck Dircksz Orlewijns; oost: ""dat Wendt""; zuid: de erfgenamen van Claes Florisz tot Haerlem; west: de luttick Zije",O.R.A. no 275 fol 153,,,
5010549,1565-04-01,"Heemskerk, de Maerzaet",Gerrit Allertsz ,"Erm Pietersdochter, inwonende poorteresse van Haerlem ","losrente van 25 Kar gld per jaar, losbaar met 400 Kar gld; onderpand: een crofte lants met 9 koeweijde daerachteraen gelegen genaemt ""die Maerzaet""; op 1568-09-05 door Gerrit Allertsz gelost. Schepenen: Claes Ysbrants en Louris Arysz  ",noord: Huych Heyndricx; oost: de Hecksloot; zuid: de Maerlaen; west: Gerrit Allertsz ,O.R.A. no 275 fol 154,,,
5010550,1564-03-12,"Heemskerk. in de Zuijdtmaed, de Clater",,,"jhr Raes van Vervoe belooft namens Frits van Egmond aan Gerrit Allertsz om hem schadeloos te houden van zijn borgtocht voor Frits. Jhr Raes stelt tot onderpand namens Frits ""een stucke of campse hooylants in ""dye Zuydtmaedt"", groot 5 geersen genaemt ""die Clater""  ",noord: Jan Pietersz; oost: de heer van Assendelft met de erfgenamen van Pieter Willemsz Cock; zuid: de dijck; west: jhr Frits van Egmondt ,O.R.A. no 275 fol 107,I 31,,
5010551,1564-06-17~,Heemskerk,,,"jhr Raes van Vervou en jhr Frits van Egmont beloven Gerrit Allertsz schadeloos te houden ter zake van de borgtocht die hij voor hen aangegaan heeft en stellen tot onderpand: 1) zie ""de Clater""; 2) een perceel hoeijlants leggende buijten dycx   ",oost : de heer van Assendelft; noord: de dijck; zuid: die meere; west: jhr Frits van Egmond ,O.R.A. no 275 fol 117,,,
5010552,1564-06-17~,Heemskerk,,,"jhr Raes van Vervou en jhr Frits van Egmont beloven Gerrit Allertsz schadeloos te houden ter zake van de borgtocht die hij voor hen aangegaan heeft en stellen tot onderpand: 1) een stucke hoeijlants genaemt ""die Clater""groot 5 geersen ",noord: Jan Pietersz; oost: de heer van Assendelft en de erfgenamen van Pieter Willemsz Cock; zuid: de dijck; west:jhr Frits van Egmond  ,O.R.A. no 275 fol 117,I 31,,
5010553,1567-06-30,Heemskerk,,,Dirck Pietersz stelt zich borg voor Gerrit Allertsz; onderpand: een acker landts ,noord: Jan Arisz; oost: de Beyfferdewech; zuid: Frederick Jansz erfgenamen; west: de Scoubeeck,O.R.A. no 276 fol 120,,,
5010554,1562-06-09,Heemskerk,"Pieter Gijsbrechtsz, onse buijrknecht  ","Louris Wynantsz, wonende tot Haerlem, als voogd van zijn zwager Gerrit Gerritsz","losrente van 3 Kar gld 2½ st per jaar, losbaar met 50 Kar gld; onderpand: ""½ van een crofte lands gelegen voer den voorschreven Pieter zijn deuren, groot omtrent 6 achgelen zaijns"". Afgelost 1569-04-03   ",noord: heer Adriaen [van Egmond]; oost: de heer van Zevenbergen; zuid: de heer van Zevenbergen; west: de oesterwech      ,O.R.A. no 275 fol 57,,,
5010555,1564-04-20,"Heemskerk, de hofstede",Jan Louris Allertsz; borgen: zijn broers Tonis en Allart,"de weeskinderen van Gerrit Lourisz: Aecht, Cornelis, Trijn, Philips, Tonis, Gerrit, Gerritszonen   ","losrente van 9 Kar gld, losbaar met 150 Kar gld; onderpand: een stuck zaedtlandts genaemt ""die hofstede"", op 1564-04-19 door hem gekocht  ",,O.R.A. no 275 fol 115,,,
5010556,1567-05-06,Heemskerk,,,"Glaudij van Gadifier scheidt met zijn zwager Gerrit Lourisz de vaderlijke en moederlijke erfenis. Aan Glaudy valt ten deel: ""de weijde genaemt Claes Lockenweyde, ¼ deel in ""de grote zeven hoeven""en ""de Lange acker""  ",,O.R.A. no 276 fol 104,,,
5010557,1567-02-18,Heemskerk,de broers Claes Heijndricsz en Louris Heijndricsz,Guerte Louris Joesten dochter ,"losrentebrief van 25 Kar gld per jaar, losbaar met 400 Kar gld; onderpand: een stucke zaedtlants, groot 1½ morgen      ","noord: de Scoubeeck; oost: de weduwe en erfgenamen van Pieter van Foreest; zuid: mr Maerten [Jacopsz], scilder; west: de Hoochdorperweg   ",O.R.A. no 276 fol 86,,,
5010558,1567-11-26,Heemskerk,Lourijs Heijndricsz als testamentoer van wijlen zijn zuster Maritgen Heynricsdochter,de onmondige kinderen van Heyndric Florijsz,"losrente van 3 Kar gld 18 st per jaar, hoofdsom 62½ Kar gld; onderpand: ""2 ackeren zaedtlandts groot 2 achgelen rogzaeijns streckende van de Kerkwech tot het hoechackerpadt""","noord: de commandeur van St Jan tot Haerlem; zuid: Dirck de Vries, burgemeester tot Haerlem   ",O.R.A. no 276 fol 144 t/m 147,,,
5010559,1561-08-24,Heemskerk,"Tylman Tylmansz, in margine: ""van Wyck op Zee"" ","Immetgen Gerritsdochter, zijn moeder  ","losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""een  madt hoeylandt in ""dije gemeen maedt"", wandelende aendt zuyden en aendt noerden"" ",,O.R.A. no 275 fol 50,,,
5010560,1559-04-14,Heemskerk,Cornelis Dircsz alias Mondt ,Ysbrant Ockersz wonende te Haerlem,"losrente van 15 Kar gld per jaar, losbaar met 250 Kar gld; onderpand: ""2 ackeren met een strengkijn zaedtlandts""  ",noord: de Regulieren ut die Beverwijk; oost: de Grote Houdtwech; zuid: Pieter Cornelisz Bloem; west: Gerrit Cornelisz  en Claes Ysbrantsz    ,O.R.A. no 275 fol 24,,,
5010561,1564-06-09,Heemskerk,"Willem Dircsz en zijn moeder Guerte Claesdochter met Jan Lourisz, haar voogd en borg; tweede borg: Louris Gerritsz    ","Jan Kerstensz, poorter van Haerlem","losrente van 15 Kar gld per jaar, losbaar met 250 Kar gld; onderpand: 1) een stucke of crofte zaedtlandts groot 7 achgelen zaeijing; 2) ½ van een stucke paerdelants ",noord: de Noert Maedwech; oost: Claes Dircsz Orlewijns; zuid: de weduwe en erfgenamen van Pieter Hugensz; west: de Reguliers ut die Beverwyk    ,O.R.A. no 275 fol 114a,,,
5010562,1564-06-09,Heemskerk,"Willem Dircsz en zijn moeder Guerte Claesdochter met Jan Lourisz, haar voogd en borg; tweede borg: Louris Gerritsz    ","Jan Kerstensz, poorter van Haerlem","losrente van 15 Kar gld per jaar, losbaar met 250 Kar gld; onderpand: 1) een stucke of crofte zaedtlandts groot 7 achgelen zaeijing ; 2) ½ van een stucke paerdelants; borgen: Louris Gerritsz en Jan Lourisz  ",noord: Hubert Pietrsz; oost: de Wollenaer; zuid: Cornelis Fransz ut die Beverwyck; west: Tonis Lourisz en de Luttic  Zye   ,O.R.A. no 275 fol 114a,,,
5010563,1566-01-19,Heemskerk,Louris Dircsz; borg: zijn broer Cornelis Dircsz Mont,"Jan Kerstensz, poorter van Haerlem","losrente van 3 Kar gld per jaar , losbaar met 50 Kar gld; onderpand: ""een crofte zaedtlandts, groot 5 achgelen zaijens""",noord: de commanduer te Haerlem; oost: Jan Willem Arijsz; zuid: het gasthuis te Wyck op Zee; west: de luttick Zije   ,O.R.A. no 276 fol 10,,,
5010564,1566-06-06,Heemskerk,Gerrit Gerritsz,Jan Dircsz Batten ,"losrente van 7 Kar gld 5 st per jaar, losbaar met 120 Kar gld; onderpand: ""een zaedtlants daer hij nu ter tijt op woendt, gelegen aen die duijnen, groot 3½ achgelen zaeyns""  ","noord: de oude dijck; oost: Jan Claes Loukis, van Assendelft; zuid: Gerrit Gerritsz en Adam Willemsz ut die Beverwyk; west: Jacop Pietersz erfgenamen   ","O.R.A. no 276 fol 51, 52",,,
5010565,1564-11-24,Heemskerk,Heyndrick Jan Bochters,"Jan Gerritsz op t patgen, poorter van Alcmaer","losrente van 7 Kar gld 2 st per jaar, losbaar met 118½ Kar gld; onderpand: ""zijn huijs met 2 ackeren lants daer t huijs op staet"". Schepenen: Claes Ysbrantsz en Louris Arysz",noord: de joffr van Rewijck; oost: de Oesterwech; zuid: Wijve van Rijck met haar kinderen; west: de kerckwech ,O.R.A. no 275 fol 129,VIII 47,,
5010566,1567-12-24,Heemskerk,"Pieter Jacopsz (= Pieter Jaep Pieter Belien) en Cornelis Jacopsz, broers ",Jan Gerrit Jacopsz,"losrente van 12 Kar gld per jaar, losbaar met 200 Kar gld; onderpand gesteld door Cornelis: zijn huys en werf daer hij nu ter tijt in woont.  Afgelost 1631-06-21 ",noord: de Scouheyninck; oost: Gerrit Gerritsz; zuid: Adam Willemsz; west: de Scouheyninck     ,O.R.A. no 276 fol 155 ,,,
5010567,1567-12-24,Heemskerk,"Pieter Jacopsz (= Pieter Jaep Pieter Belien) en Cornelis Jacopsz, broers ",Jan Gerrit Jacopsz,"losrente van 12 Kar gld per jaar, losbaar met 200 Kar gld; onderpand gesteld door Pieter: zijn huys en werf daer hij nu ter tijt in woont.  Afgelost 1631-06-21 ",noord: Pieter Cornelisz Bloem c.s.; oost: Jan Gerrit Jacopsz; zuid: de Horn; west: de Scouheyninck ,O.R.A. no 276 fol 155 ,,,
5010568,1560-07-27,"Heemskerk, het Bieslandt",Guert Dirck Neeltgis      ,"Jan Pietersz en zijn vrouw Neeltgen Dircksdochter, wonende in die Beverwyck ","losrente van 7 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: een stucke lands genaemt ""dat Bieslandt"",  groot omtrent 13 achgelen zaijens [3043½ roeden] ",oost: de luttick Zije; zuid: de commandeur van St Jan te Haerlem; west: de Scilpweg ,O.R.A. no 275 fol 34,XI 40,,
5010569,1565-01-17,Heemskerk,"Dirck Dircsz, duinmeijer.  ","Jan Pietersz en zijn vrouw Machtelt Simonsdochter, wonende in die Beverwyck","lijfrente van 7 Kar gld per jaar; onderpand: een stucke zaedtlants, groot 1 morgen",noord: seecker memorieland; oost: de Grote Houtwech; zuid: Louris Dirck Woutersz; west: de cleyne Houtwech    ,O.R.A. no 275 fol 134,,,
5010570,1566-06-08,Heemskerk,"Claes Pietersdochter weduwe Cornelis Jansz van Coeckelberch met haar broer Jasper Pieters, als voogd en borg; tweede borg: hun moeder Pieternelle ",Jan Pietersz en zijn vrouw  Machtelt Simonsdochter,"lijfrente van 7 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: een ""vrien ackerlants tot Noertdorp groot 2 achgelen zaeyens""",noord: de erfgenamen van Dirck Dircksz in bruijckwaer; oost: de heer van Assendelft; zuid: Jasper [Pietersz]; west: de Scouheijning ,O.R.A. no 276 fol 54,,,
5010571,1560-06-20,Heemskerk,Guert Dirck Neeltgis ,"Joachim Dircsz, residerende tot Haerlem  ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: 3 ackeren zaedlandts     ",noord: Pieter Dircsz; oost: de groet Zije; zuid: Dirck Dircksz; west: de Scouheyninck ,O.R.A. no 275 fol 33,,,
5010572,1559-02-04,Heemskerk,"Claes Bertolomeusz, buerman in Haerlem","Joris Jansz, buerman in Haerlem ","losrente van 12 Kar gld per jaar, losbaar met 200 Kar gld; onderpand: ""zijn huijs, werve en lant, groot 1000 roeden staende en leggende tot Noertdorp""",,O.R.A. no 275 fol 23,,,
5010573,1560-12-07,"Heemskerk, Simon Tamesven",Gerrit Gerritsz,"Joris Fransz, ut die Beverwyck","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""een stucke zaedtlandts genaempt""Simon Tamesven"", groot 8 achgelen zaeijns """,noord:Jan Claesz van Assendelft; oost: de groet Zije; zuid: Pieter Gerritsz; west: Adam Willemsz ,O.R.A. no 275 fol 44,,,
5010574,1562-04-30~,Heemskerk,"Maritgen Louris Allertsz weduwe met haar zoonTonis Lourisz, als voogd en borg ","Joris Fransz, poorter van Beverwyck ","losrente van 1 Kar gld per jaar, losbaar met ….; onderpand: ""een crofte zaedtlandts, groot 10 achgelen zaeijns""","noord: Claes Dircsz Orlewijns; oost: Maritgen Louris Allertsz weduwe; zuid: Jan Matijsdochter, brouster tot Haerlem; west: de luttick Zije   ",O.R.A. no 275 fol 54,,,
5010575, 1562-12-12,Heemskerk,"Gerrit Gerritsz, Pieter Jansz en Jan Pietersz","Joris Fransz, poorter van Beverwyck ","losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: 1) Simon Thamesz Ven, groot 8 achgelen zaeyens","noord: Jan Claesz, van Assendelft en Gerrit Gerrtisz; oost: de groet Zije; zuid: Pieter Gerritsz; west: Willem Luddolfsz  ",O.R.A. no 275 fol 70,,,
5010576,1562-12-12,Heemskerk,"Gerrit Gerritsz, Pieter Jansz en Jan Pietersz","Joris Fransz, poorter van Beverwyck ","losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: 2) ""5 ackeren lands groot omtrent 9 achgelen zaeyens""",noord: de erfgenamen van Hillebrant den Otter; oost: de heer van Assendelft; zuid: Louris Lourisz van Castricum; west: de Scouheyninck ,O.R.A. no 275 fol 70,,,
5010577,1565-03-04,Heemskerk,Ariaen Claes Orlewijns; borg: zijn vader Claes Orlewijns,"Joris Fransz, poorter van Beverwyck ","losrente van 2 Kar gld per jaar, losbaar met 32 Kar gld; onderpand: een acker zaedtlandts gelegen tussen Zien ","noord: Jan Claesz, van Assendelft, of zijn zuster; zuid: het gasthuisland van Wyk op Zee  ",O.R.A. no 275 fol 152,,,
5010578,1570-11-17,Heemskerk,Louris Arysz; borg: zijn zwager Gerrit Baertsz,"Joris Fransz, poorter van Beverwyck ","losrente van 9 Kar gld per jaar, losbaar met 150 Kar gld; onderpand: een crofte lants, groot 900 roeden. Afgelost 1597-06-15",noord: Louris Heijn Meijnertsz; oost: de Oesterwech; zuid: pastoerslant van Eemskerc; west: de Beyfferdewech ,O.R.A. no 276 fol 274,,,
5010579,1569-05-20,"Heemskerk, in de Noortmaed",,,"Claes Ysbrandsz, buyrman, doet een donatio causa mortis aan Louris Cornelisz, zoon van zijn overleden zoon Cornelis Claesz: een camp lants gelegen in de Noortmaedt, groot 1 morgen.  1572-02-28 door Claes Ysbrandsz afgelost       ",zuid: Lambert Willemsz en Aelbert Doevenz; west: Gerrit Allertsz,O.R.A. no 276 fol 252,,,
5010580,1567-06-28,Heemskerk,Willem Claes Orlewijns; borg: zijn zwager Dirck Florisz,"Louris Claesz, timmerman, poorter van Beverwijck ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""een acker zaedtlandts benoorden die Poelbeeck""   ","noord: Jan Claes Lourijs, van Assendelft c.s; oost: de pastoor van Eemskerk; zuid: Jan Claes Lourijs, van Assendelft; west: Lou van Bergen  ",O.R.A. no 276 fol 118,,,
5010581,1569-11-24,Heemskerk,,,"Cornelis Claesz, wonende op de Maer, belooft Louris Dircsz, de vader van zijn vrouw, te indempneren en te granderen van de rentebrief van dezelfde datum ""alsoe hij de hoeftsomma t zynen notelick behoufte besteedt en utgegeven heeft en heeft hiervoor tot onderpand gesteld dat huijs en werf daer hij nu ter tijt op woendt, gelegen op die Maer en daartoe een grauwe koe, een heuije en 2 bedden""",,O.R.A. no 276 fol 277 ,,,
5010582,1562-12-15,"Heemskerk, in Smalweer","Simon Baertsz als voogd van Gerrit Danielsz en Anna Danielsdochter, tevens als gemachtigde van Willem Danielsz, Jasper Gerbrants als gemachtigde van Balthazar Garbrants als vader en bloedvoogd van Garbrant Baltasars   ",Louris Gyssen ,"""hun portie en aenpaert van Meynert Florisz erf""; Simon stelt als onderpand een mad hooylants in """"Smalweer""","oost: ""dat cuijlmadt""; zuid: ""die twaalf maedt""; west: seeckere maden toebehorende Aernt Willemsz en Michiel Thamesz    ",O.R.A. no 275 fol 71,,,
5010583,1561-04-23,"Heemskerk, in Bollandt",,,"heer Adriaen van Egmont, presbyter, heeft met Louiris Heyndricsz als voogd in deze zake: ""verleden Meynert Heyn, Louris Heyn, zijn neven en Simon Janse, custos tot Eemskerck een brief van grandt en indempnite ter cause van 8 K gld, geleent van den commanduer tot St Jan te Haerlem, daer zij borgen voor zijn. En heeft daarvoor tot onderpand gesteld die crofte in Bollandt""   ",,O.R.A. no 275 fol 52,,,
5010584,1565-01-26,Heemskerk,Cornelis Florisz,"Laurens Jansz, zijn zusters zoon ","losrente van 2 Kar gld per jaar, losbaar met 32 Kar gld; onderpand: het huis etc door hem op 1565-01-24 gekocht   ",,O.R.A. no 275 fol 75,,,
5010585,1569-11-30,Heemskerk,"Bouwen Dircsz, wonende aen die duijn  ","Louweris Fransz, zijn neef ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: een acker saedtlandts  ","noord: Jan Symonsz, schout; oost: het kercken landt van Eemskerk; zuid: jfr Adriana van Zwieten tot Leyden; west: de erfgenamen van Neeltgen Gerrit Florisz    ",O.R.A. no 276 fol 275,,,
5010586,1559-06-24,Heemskerk,Claes Arijaensz,"mr Maerten [Jacopsz], de scilder, wonende tot Haerlem  ","losrente van 6 Kar gld per jaar, losbaar met 96 Kar gld; afgelost 1584-06-28 [29 ?] door Willem Willemsz; onderpand: ""zijn huis, hofstede en werf, op t Hoechdorp dat hij nu ter tijt bewoent"" ",noord: Willem Willemsz; oost: de gemene wech; zuid: de heer van Assendelft; west: de gemene  wech  ,O.R.A. no 275 fol 29,,,
5010587,1565-06-23,Heemskerk,"Margriet Splintersdochter weduwe Gerrit Cornelisz met haar broer Louris Splintersz, als voogd en borg  ","haar neef Maerten van Eemskerck, in margine:  mr Jacop te Haerlem ","losrente van 12 Kar gld per jaar; onderpand: ""een zaedtelants groot 14 hondt met een huysinge en bepotinge""",noord: de heer van assendelft; oost: de meesteressen van het Grote Bagynhof binnen Haerlem; zuid: de commandeur van St Jan te Haerlem; west: de Hoechdorperweg  ,O.R.A. no 275 fol 163,,,
5010588,1565-12-22,"Heemskerk, in Hesselscamp",Cornelis Dircsz alias Mundt; borg: Claes Ysbrandsz ,"mr Maerten Jacopsz, poorter van Haerlem","losrente van 25 Kar gld per jaar, losbaar met 400 Kar gld, nog 2 maden hoeylandts in ""Hesselscamp""  ",noord: Gerrit Allertsz; oost: het dije water; zuid: …. Hessels kinderen; west: Jan Willemsz,O.R.A. no 275 fol 184,,,
5010589,1565-12-22,Heemskerk,Cornelis Dircsz alias Mundt; borg: Claes Ysbrandsz ,"mr Maerten Jacopsz, poorter van Haerlem","losrente van 25 Kar gld per jaar; onderpand: ""een croft zaedtlants,  groot 1½ morgen"". Afgelost 1600-12-29 ",noord: Claes Engelsz; oost: de Scoubeeck; zuid: de Reguliers in Beverwyck; west: de cleijne Zije ,O.R.A. no 275 fol 184,,,
5010590,1566-12-28,"Heemskerk, in de Quaedtthiende",Cornelis Claes Ysbrantsz; borg: zijn vader,"Margriete Gerritsdochter, wonende tot Haerlem ","losrente van 6 Kar gld per jaar, losbaar met 100 Kar gld; onderpand: ""een madt hooylants gelegen in die Quaedtthiende"". Afgelost 1597-12-28",noord: Aelbert Doeven; oost: de Castricummer watering; zuid: Cors [Garbrantsz] en Huybert [       ] bruikers; west: Willem Luddolfsz,O.R.A. no 276 fol 78,,,
5010591,1569-05-20~,"Heemskerk, het Vrijlandt",Cornelis Dircsz alias Mondt; borg: Claes Ysbrantsz  ,"Margriete Gerritsdochter, wonende tot Haerlem ","losrente van 3 Kar gld per jaar, losbaar met 50 Kar gld; onderpand: ""een stucke landts genaemt t Vrijlandt, groot 1½ mergen"" ",noord: de Reguliers in de Beverwijck; zuid: Pieter Cornelisz Bloem; west: Claes Ysbrantsz en Margriet Splintersdochter  ,O.R.A. no 276 fol 256,,,
5010592,1568-10-20,Heemskerk,"Cornelis Cornelisz (in margine: Montten), wonende op t Hoechdorp; borg: Claes Ysbrandsz, vader van zijn vrouw ","Margriete Hobbendochter, poorteresse van Beverwyck","losrente van 9 Kar gld, losbaar met 150 Kar gld; onderpand: ""een acker zaedtlandts, groot 3 achgelen zaeyns""",noord: de Kerckbeeck; oost: seecker capelryland; zuid: dat holle Beeckgen; west: pastoorsland van Heemskerk,O.R.A. no 276 fol 208,,,
5010593,1567-06-29,Heemskerk,"Simon Jansz, custos te Eemskerk; borg: Gerrit Allertsz","Margriete Lourisdochter, weeskind van wijlen mr Louris Jacobsz Vlim, wonende te Alcmaer  ","losrente van 24 Kar gld per jaar, haar leven lang; onderpand: een crofte lants genaemt ""die Corte Croft""   ",noord: het capelrijland van Leiden; oost: capelryland van Leiden; zuid: de kinderen van Fredrik Jansz; west: de Oesterwech   ,O.R.A. no 276 fol 119,,,
5010594,1569-06-25,Heemskerk,"Anna Claes Orlewijnsdochter met haar broer Dirck Claesz als voogd en borg, en hun broer Willem Claesz ","Maritgen Cornelisdochter, wonende in die Beverwyck","losrente van 3 Kar gld  per jaar, losbaar met 50 Kar gld; onderpand: ""een crofte landts gelegen beoesten dije luttick Zije""",noord: Wijve van Rijck; oost: Dirtck Dircksz Orlewijns; zuid: Cornelis Willemsz tot Assendelft; west: de luttic Zije   ,O.R.A. no 276 fol 260,,,
5010595,1569-02-18,"Heemskerk, om Breeslacht",Cornelis Dircsz Mondt,"Maritgen Jacopsdochter, poorteres van Beverwyc","losrente van 12 Kar gld per jaar, losbaar met 200 Kar gld; onderpand: 1) ""ses achgelen zaeyns gemeen met die commanduer van Haerlem c.s.in Breeslacht""",het hele stuk belend: noord: Pietgen Dirck Louwen met seecker aelmis landt; oost: een schoubeeck; zuid: de abt van Egmont; west: de Houtweg,O.R.A. no 276 fol 232,,,
5010596,1569-02-18,Heemskerk,Cornelis Dircsz Mondt; borg: zijn broer Louris Dirck Woutersz,"Maritgen Jacopsdochter, poorteres van Beverwyc","losrente van 12 Kar gld perjaar, losbaar met 200 Kar gld; onderpand: 2) ""een acker landts gelegen tussen den houtwech en Beyfferdewech""   ",noord: Wouter Cornelisz; zuid: de pastoor van Eemskerk ,"O.R.A. no 276 fol 232, 233",,,
