Nummer,Heemskerk,Sector,Oppervlakte,Eigenaar,Huurder,Huur/pacht/taxatie,Datum,Bron,Opmerkingen,,,, ,,
4103336,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 92",690 roeden,Claer Pieter Heynricsz ,,,1539,Heemskerk maatboek inv 56 fol 38v    ,1561: XI 89 deel,,,,,,
4103337,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 93","357 roeden ""een ackertgen""",Gherit Jacopsz ½ = 178½ roeden; de procurator(Regulieren in Beverwyk) ½ = 178½ roeden ,,,1539,"Heemskerk maatboek inv 56 fol 38v, 70, 79v   ",1561: XI 89 deel,,,,,,
4103338,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 94",2343 roeden,Dirck Ysbrantsz met de erfgenamen van de juffrouw van Foreest  ,Jacop Pietersz,,1539,"Heemskerk maatboek inv 56 fol 38v, 70v    ",1561: XI 90,,,,,,
4103339,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 95","751½ roeden (ten noorden van zijn eigen land); fol 63 ""een acker ten suyden van den ouden dyc 750 roeden""",de Barnedijte buiten Haerlem,fol 70v: Jacop Pietersz; fol 63: Claes Pietersz ,,1539,"Heemskerk maatboek inv 56 fol 38v, 70v, 63    ",1561: XI 91,,,,,,
           ,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 95a","604½ roeden ""ten suyden van het land van de Bernardielen bij Haerlem""",Jacop Pietersz ,,,1539,"Heemskerk maatboek inv 56 fol 38v, 70v    ",1561: XI 92,,,,,,
4103341,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 96","1486 roeden ""acker""",de Heilige Geest tot Harlem ,Gherit Cornelisz ½ = 743 roeden,,1539,"Heemskerk maatboek inv 56 fol 38v, 73, 71v    ",1561: XI 93,,,,,,
4103342,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 97","173 roeden ""an die Houtweg ten suyden van den ouden dye""",de pastoer,Bloem(Pieter),,1539,"Heemskerk maatboek inv 56 fol 38v, 70v    ",1561: XI 96,,,,,,
4103343,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 98","180 roeden ""ten suijden van den ouden dyck""",Pieter Bloemen,,,1539,"Heemskerk maatboek inv 56 fol 38v, 70v    ",1561: XI 97,,,,,,
4103344,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 99",371½ roeden ten zuid westen van de 180 roeden van Pieter Bloem,de pastoer,Gherit Cornelisz,,1539,"Heemskerk maatboek inv 56 fol 38v, 73   ",1561: XI 94,,,,,,
4103345,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 99a",455 roeden,de pastoer,Willem Lambertsz ,,1539,"Heemskerk maatboek inv 56 fol 38v, 71v    ",1561: XI 95 ,,,,,,
4103346,"""an den ouwen dyck""","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 100","255 roeden ""heer Ariaens viertelen""",heer Adriaen van Egmont ,Willem Lambertsz ,,1539,"Heemskerk maatboek inv 56 fol 38v, 71v    ",1561: XI 98; 259½ roeden,,,,,,
4103347,"""an den ouwen dyck"" ","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 101",659 roeden ,Jacop Pietersz,,,1539,Heemskerk maatboek inv 56 fol 38v    ,1561: XI 99,,,,,,
4103348,"""an den ouwen dyck"" ","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 102","274½ roeden ""by den ouden dyck""",Hubert Pietersz,,,1539,"Heemskerk maatboek inv 56 fol 38v, 69    ",1561: XI 100,,,,,,
4103349,"""an den ouwen dyck"" ","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 103","404 roeden ""bij den ouden dyc""",Dirck Ysbrantsz ,Jacob Pietersz,,1539,"Heemskerk maatboek inv 56 fol 38v,70v    ",1561: XI 101; 414 roeden,,,,,,
4103350,"""an den ouwen dyck"" ","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 104","174 roeden ""een entgen ackers by den ouden dyk""",Cornelis Aelwers   ,,,1539,"Heemskerk maatboek inv 56 fol 38v, 67v    ",,,,,,,
4103351,"""an den ouwen dyck"" ","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 105","276½ roeden ""een ackertgen bij het went""",Gherit Gheritsz den ouwen duen ,,,1539,"Heemskerk maatboek inv 56 fol 38v, 73v    ",,,,,,,
4103352,"""an den ouwen dyck"" ","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 106",294 roeden ,Pieter Jacobsz,Marigen Huyghen,,1539,"Heemskerk maatboek inv 56 fol 38v, 73    ",1561: XI 103,,,,,,
4103353,"""an den ouwen dyck"" ","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 107",393 roeden ,Dirck Dircksz,,,1539,"Heemskerk maatboek inv 56 fol 38v, 72    ",1561: XI 104,,,,,,
4103354,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 108","430 roeden ""een acker ten noorden van die oude dyck""",Dirck Cornelisz,,,1539,"Heemskerk maatboek inv 56 fol 38v, 68    ",1561: XI 105,,,,,,
4103355,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 109",537 roeden,[fol 38v: Diert Dircksz]; Claes Oerlewyns ½ = 268½ roeden; Dirc Dircsz ½ = 268½ roeden ,,,1539,"Heemskerk maatboek inv 56 fol 38v, 71v, 72v   ",1561: XI 105,,,,,,
4103356,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 110",1425½ roeden (croft),Dirck Dircksz ½ = 712½ roeden; Claes Oerlewyns ½ = 712½ roeden en 3 voet ,,,1539,"Heemskerk maatboek inv 56 fol 38v, 72, 72v    ",1561: XI 106,,,,,,
4103357,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 111","696½ roeden ""Heynric Jan Buchters Viertellen""",Maritgen Valken te Haerlem ⅔ = 464 roeden en 4 voet,,,1539,"Heemskerk maatboek inv 56 fol 39, 84    ",,,,,,,
4103358,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 112","427½ roeden ""een acker voer Maritgen Huyghen 421½ roeden ",Pieter Jacobsz tot Assendelft,Lysbeth Jan Hughesz weduwe,,1539,"Heemskerk maatboek inv 56 fol 39, 60    ",1561: XI 107,,,,,,
4103359,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 113","1403½ roeden ""een croft""",Floris Claesz van Harlem,Heynrick Jansz Bochter,,1539,"Heemskerk maatboek inv 56 fol 39, 63v    ",1561: XI 108,,,,,,
4103360,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 114",1377 roeden,Louwerens Dircksz mit de pastoer ghemeen,,,1539,"Heemskerk maatboek inv 56 fol 39, 69v    ",1561: XI 109,,,,,,
4103361,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 115","1375½ roeden ""3 ackers na die duyn""",Cornelis Gherytsz,Dirck Gherritsz Aelwers ?,,1539,"Heemskerk maatboek inv 56 fol 39, 59v    ",1561: XI 110,,,,,,
4103362,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 116","2421 roeden ""een croft ten noerden van den ouden dyk""",Floris Claesz van Harlem,Dirck Cornelisz ,,1539,"Heemskerk maatboek inv 56 fol 39, 68    ",1561: XI 111,,,,,,
4103363,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 117","1280 roeden ""over den Houtweg""",Joest van Zijl,,,1539,"Heemskerk maatboek inv 56 fol 39, 59    ",1561: XI 112,,,,,,
4103364,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 118","346 roeden ""een acker ten noerden van den ouwen dyck"" ",Claes Ysbrantsz,,,1539,"Heemskerk maatboek inv 56 fol 39, 46v   ",1561: XI 113,,,,,,
4103365,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 119",363 roeden ,Maerten Gherritsz,,,1539,Heemskerk maatboek inv 56 fol 39    ,1561: XI 114 deel,,,,,,
4103366,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 120",357 roeden ,Marijtgen Valken,Hijlgont Heijnen,,1539,"Heemskerk maatboek inv 56 fol 39, 83v    ",1561: XI 114 deel,,,,,,
4103367,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 121",454 roeden (naast haar 357 roeden),Marijtgen Valken,Heijl Willem van Egmonts; fol 83v: Hilgont Dirc Heynen,,1539,"Heemskerk maatboek inv 56 fol 39, 83v    ",1561: XI 114 deel,,,,,,
4103368,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 122","471 roeden ""een hueff""",Hylghont Dirck Heynricks; fol 63: Heynric Jan Bochtersz,,,1539,Heemskerk maatboek inv 56 fol 39    ,1561: XI 114 deel,,,,,,
4103369,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 123",964 roeden ,Maerten Claesz,Dirc Dircsz ½ = 482 roeden ; Claes oerlewynsz ½ = 482 roeden  ,,1539,"Heemskerk maatboek inv 56 fol 39, 72,72v    ","1561: XI 115, 116",,,,,,
4103370,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 124","1003½ roeden ""Claes ouden lant"" ",Claes Outden van Utgheest,Joris Jansz,,1539,"Heemskerk maatboek inv 56 fol 39, 64v    ",1561: XI 117,,,,,,
4103371,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 125","407½ roeden ""de gasthuis acker"" ",Gherrit Gherrits den oudden duen ?,Gherrit Gherrits den oudden duen ? ,,1539,"Heemskerk maatboek inv 56 fol 39, 73v    ",1561: XI 118,,,,,,
4103372,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 126","414½ roeden ""een acker tussen het zije""",Claes Dircksz Oerlewijns,,,1539,"Heemskerk maatboek inv 56 fol 39, 72v    ",1561: XI 119,,,,,,
4103373,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 127",964 roeden ,de pastoer,Dirc Dircsz ½ = 482 roeden ; Claes Oerlewyns  ½ = 482 roeden  ,,1539,"Heemskerk maatboek inv 56 fol 39, 72, 72v    ",1561: XI 120,,,,,,
4103374,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 128",460 roeden,Marijtgen Valken ,Pieter mijns heers,,1539,"Heemskerk maatboek inv 56 fol 39, 83v    ",1561: XI 121,,,,,,
4103375,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 129","445½ roeden ""een acker ten noerden van den ouwen dyck""",Doet Ghijsberts,,,1539,"Heemskerk maatboek inv 56 fol 39, 55v    ",1561: XI 122,,,,,,
4103376,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 130","438½ roeden ""een acker ten noerden van den ouwen dyck"" ",de pastoer,Heyl Willem van Egmonts weduwe ,,1539,"Heemskerk maatboek inv 56 fol 39, 61    ",1561: XI 123,,,,,,
4103377,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 131","460 roeden ""een acker ten suyden van scepelingeberch""",Pieter Bloemen,,,1539,"Heemskerk maatboek inv 56 fol 39v, 70v    ",1561: XI 124,,,,,,
4103378,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 132","835 roeden ""twije ackers; 352 roeden en 2 duimen (gevolgd door Ghys Ysbrantsz  ",Claes Ysbrantsz,,,1539,"Heemskerk maatboek inv 56 fol 39v, 46v   ",1561: XI 125,,,,,,
4103379,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 133","421½ roeden ""een acker 427½ roeden""",Pieter Jacopsz van Assendelft,Marigen Huijgen,,1539,"Heemskerk maatboek inv 56 fol 39v, 73    ",1561: XI 126,,,,,,
4103380,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 134","422½ roeden ""een acker 422½ roeden""",Marytgen Hughen,,,1539,"Heemskerk maatboek inv 56 fol 39v, 73    ",1561: XI 127,,,,,,
4103381,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 135","526 roeden ""bij die oude dyck""",Splinter Ysbrantsz ,,,1539,"Heemskerk maatboek inv 56 fol 39v, 58    ",1561: XI 128,,,,,,
4103382,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 136",1597½ roeden ,"fol 39v: Ghys Ysbrantsz gemeen met de procurator (de Regulieren in Beverwyc) ; fol 79v: bezit van de Regulieren in de wyc ""over de Houtweg gemeen met Ghysgen""( grootte niet vermeld)  ","fol 58: bruict Ghijs Ysbrantsz 750 + 97½ roeden noch ""ocker Ysbrants croft""  ",,1539,"Heemskerk maatboek inv 56 fol 39v, 79v, 58    ","1561: XI 129, 130",,,,,,
4103383,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 137","352 roeden en 3 duymen "" an die Houtwech""",Splinter Ysbrantsz,,,1539,"Heemskerk maatboek inv 56 fol 39v, 58    ",1561: XI 131 ,,,,,,
4103384,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 138",352 roeden en 3 duymen twije entgens,Claes Ysbrantsz,,,1539,"Heemskerk maatboek inv 56 fol 39v, 46v    ",1561: XI 132,,,,,,
4103385,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 139","1374 roeden wijland ""die westercroft""",Ghijs Ysbrantsz en Wijlant (fol 58: Wynland),,,1539,"Heemskerk maatboek inv 56 fol 39v, 58    ","1561: XI 133,134",,,,,,
4103386,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 140","685½ roeden ""Pieter Jacobsz acker bij Pyperscroft""",Gherit Gheritsz den ouden duen,,,1539,"Heemskerk maatboek inv 56 fol 39v, 73v    ",,,,,,,
4103387,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 141","2872½ roeden ""an die scouheininck""; ""an die duynheyninck""",Pieter Jacopsz tot Assendelft,Lysbet Jan Huyges,,1539,"Heemskerk maatboek inv 56 fol 39v, 60    ",,,,,,,
4103388,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 141a","840 roeden ""ten suiden van an een acker an die beeck voer Gherit Gheritsz doer"" ",Pieter Jacobsz tot Assendelft,"Gherit Jan Huyges, Lysbet ",,1539,"Heemskerk maatboek inv 56 fol 39v, 60    ",1561: XI 136,,,,,,
4103389,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 142","490 roeden ""daer after Scepelingerbirch""",Aecht Brantges,Dirck Gherit Vrouwen ,,1539,"Heemskerk maatboek inv 56 fol 39v, 58v    ",,,,,,,
4103390,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 143","160½ roeden ""aelmislant ten suijden van Scepelingerbirch""",aelmislant,Heynric Jan Bochters; en leyt bewechtet Bouwen Dirksz,,1539,"Heemskerk maatboek inv 56 fol 39v, 63    ",1561: XI 140,,,,,,
4103391,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 144","1905 roeden (croft) ""een croft after Scepelingerberch""",Joest van Zijl,,,1539,"Heemskerk maatboek inv 56 fol 39v, 59    ",,,,,,,
4103392,Scepelingherberch,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 145","213 roeden ""noch Scepelingerbirch""",Joris Jansz,,,1539,"Heemskerk maatboek inv 56 fol 39v, 64v    ",1561: XI 141,,,,,,
4103393,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 146","997½ roeden ""bij Scepelingherberch""",de Heilige Geest tot Haarlem ,Maerten Gheritsz ,,1539,"Heemskerk maatboek inv 56 fol 39v, 60v    ",1561: XI 142,,,,,,
4103394,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 147","190 roeden ""een acker an die noertsyde van Scepelingherbirch""",Joris Jansz ,,,1539,"Heemskerk maatboek inv 56 fol 40, 64v    ",1561: XI 143,,,,,,
4103395,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 148","1166½ roeden ""bij Scepelingerberch""",de Regulieren in de Wyk 633 roeden; Jan Aemgaers kinderen 533 roeden en 3 voet  ,fol 65: Jan's kinderen verhuren hun deel aan Maritgen Willem Nannen weduwe ,,1539,"Heemskerk maatboek inv 56 fol 40, 65, 79v    ","1561: XI 144, 145",,,,,,
4103396,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 149","82½ roeden ""bij Scepelingerbirch""",Sierick Dirksz,,,1539,"Heemskerk maatboek inv 56 fol 40, 64    ",,,,,,,
4103397,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 150","1106 roeden ""ten suijden van het huijs ende after het huijs""",comen Grieten kinderen,Claes Pietertsz,,1539,"Heemskerk maatboek inv 56 fol 40, 62v    ",1561: XI 146,,,,,,
4103398,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 151","92 roeden ""sijn saet""",Cla(e)s Pieters ,,,1539,"Heemskerk maatboek inv 56 fol 40, 62v    ",,,,,,,
4103399,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 152","857½ roeden ""teijnden de 1106 roeden ten suyden van Claes Pietersz huys""",Maerten Olfertsz,Claes Pietersz,,1539,"Heemskerk maatboek inv 56 fol 40, 63    ",1561: XI 148,,,,,,
4103400,"""an die Scouheijning""","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 153","1120½ roeden ""Pijpers tuijn after Claes Pieters"" ",Jan Allertsz,,,1539,"Heemskerk maatboek inv 56 fol 40, 64v    ","1561: XI 149, 150",,,,,,
4103401,"""an die Beek""","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 154",967½ roeden ten westen van an die Beeck,comen Griets kinderen,Claes Pietersz,,1539,"Heemskerk maatboek inv 56 fol 40, 63    ",,,,,,,
4103402,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 155",464½ roeden ; niet op de lijst van bezit op fol 44,de abt ( van Egmond) ,,,1539,Heemskerk maatboek inv 56 fol 40    ,1561: XI 151,,,,,,
4103403,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 156","82 roeden ""after Claes Pietersz an die Scouheyninck""","mr Stevens kinderen; Jan Stevensdochter een acker ten zuiden van de Streng bruict Heynric Dircsz, geen maat  ",Cornelis Dirksz,,1539,"Heemskerk maatboek inv 56 fol 40, 62v    ",,,,,,,
4103404,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 157","378 roeden ""ten westen van die beeck""",comen Grieten kinderen,,,1539,"Heemskerk maatboek inv 56 fol 40, 63    ",,,,,,,
4103405,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 158","1233 roeden ""after Heynric Jan Bochter""",de Witte Heren tot Harlem,Pouwels Jansz,,1539,"Heemskerk maatboek inv 56 fol 40, 65v    ",1561: XI 152,,,,,,
4103406,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 159",353 roeden  ,aelmis lant,Heynric Jan Bochters,,1539,"Heemskerk maatboek inv 56 fol 40, 63    ",1561: XI 153,,,,,,
4103407,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 160","744 roeden ""Gerrit Claesz croft teynden an Heynric Jan Bochters saet 743 roeden ",Gherrit Claesz tot Harlem,,,1539,"Heemskerk maatboek inv 56 fol 40, 63    ",1561: XI 154,,,,,,
4103408,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 161","1082 roeden ""Heynric Jan Bochters saet met die croft 1082 roeden""",Hylghout Dirck Heynen weduwe,Heynric Jan Bochters,,1539,"Heemskerk maatboek inv 56 fol 40, 63    ",,,,,,,
4103409,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 162","670½ roeden ""2 ackers voer Heylen "" [Willem van Egmonts weduwe]",Comen Griets kinderen,Claes Pietersz,,1539,"Heemskerk maatboek inv 56 fol 40,63    ",1561: XI 155,,,,,,
4103410,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 163","711½ roeden fol 85v: ""die costers croft voer Heylen [Willem van Egmonts weduwe] ",de coster Simon Jansz,Cornelis Dircsz,,1539,"Heemskerk maatboek inv 56 fol 40, 62v    ",1561: XI 156 deel,,,,,,
4103411,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 164","1080 roeden met de bomgaert ""voer hoer doer""",Heijl Willem van Egmonts (weduwe) ,,,1539,"Heemskerk maatboek inv 56 fol 40, 61    ",1561: XI 156 deel,,,,,,
4103412,,"""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 165","378 roeden  ""hoer saet""",Marytgen Willem Nannen weduwe,,,1539,"Heemskerk maatboek inv 56 fol 40, 65   ",1561: XI 157,,,,,,
4103413,"""an Doenberch""","""van die ban van Wyck tot die duyn toe tussen die Houtwech en die Scilpwech"" XI 166","343 roeden ""een croftgen an Doenberch"" 363 roeden",Joris Jansz,,,1539,"Heemskerk maatboek inv 56 fol 40, 64v    ",1561: XI 158,,,,,,
4103414,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 1 t/m 53",,,,,1539,Heemskerk maatboek inv 56 fol 40v     ,,,,,,,
4103415,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 1 ","912½ roeden ""zijn zaet"" ",casteleijn Claes Willemsz,,,1539,"Heemskerk maatboek inv 56 fol 40v, 65v    ",1561: XII 1,,,,,,
4103416,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 2","993½ roeden ""voer casteleyns ut 1093½ roeden"" ",""" dat gasthuijs [te Wyck] op Zee"" ",Claes Willemsz castelein,,1539,"Heemskerk maatboek inv 56 fol 40v, 65v    ",1561: XII 12; 913½ roeden,,,,,,
4103417,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 3","580 roeden ""voer zijn doer""",casteleyn Claes Willemsz,,,1539,"Heemskerk maatboek inv 56 fol 40v, 65v    ",1561: XII 3,,,,,,
4103418,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 4","479 roeden ""voer casteleijns doer"" ",Neel Gherrit Jascops,"Claes Willemsz, casteleyn  ",,1539,"Heemskerk maatboek inv 56 fol 40v, 65v    ",1561: XII 4,,,,,,
4103419,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 5","2378 roeden ""besyden an Anthonis van der Guest""",mr Fop van Harlem,Henrick Pietersz,,1539,"Heemskerk maatboek inv 56 fol 40v, 66    ",1561: XII 5,,,,,,
4103420,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 6",923½ roeden ,Anthonis van Oest; fol 66: van der Guest (Goes),Heijnric Pietersz,,1539,"Heemskerk maatboek inv 56 fol 40v, 66    ",1561: XII 6 deel,,,,,,
4103421,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 7","1128½  roeden ""sijn saet""",Heynrick Pietersz,,,1539,"Heemskerk maatboek inv 56 fol 40v, 66    ",1561: XII 6 deel,,,,,,
4103422,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 8","1617 roeden ""zyn zaet""",Louweris Pietersz [Heijnricsz],,,1539,"Heemskerk maatboek inv 56 fol 40v, 66v   ",1561: XII 7,,,,,,
4103423,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 9","894½ roeden ""ten suyen van an 566 roeden van Gherit Claesz croft""",Floris Claes van Harlem ,Louweris Pietersz ,,1539,"Heemskerk maatboek inv 56 fol 40v, 66v   ",1561: XII 8,,,,,,
4103424,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 10","900 roeden ""een croftgen ten noerden van Louweris Pieter Heynricsz"" ",Gherrit Jacopsz ,,,1539,"Heemskerk maatboek inv 56 fol 40v, 70    ",1561: XII 11,,,,,,
4103425,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 11","366½ roeden "" een acker besyden Simon Dircksz"" ",Heynrick Pietersz,,,1539,"Heemskerk maatboek inv 56 fol 40v, 66    ",1561: XII 9 deel,,,,,,
4103426,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 12","356 roeden ""een (saet) bij Heynric Pieters Heynrics""",Floris Pietersz [Henricksz],,,1539,"Heemskerk maatboek inv 56 fol 40v, 69v    ",1561: XII 9 deel,,,,,,
4103427,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 13","892½ roeden ""ten zuijden van an Simon Dircksz saet; fol 67: behoert Willem Ludolfsz en Berch en Cornelis Pieter Backers op Zee 892½ roeden""  ",Claes Pietersz [te Wyck] op Zee ,Simon Dircsz,,1539,"Heemskerk maatboek inv 56 fol 40v, 67    ",1561: XII 10 deel,,,,,,
4103428,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 14","891½ roeden,  ""zijn saet""",Simon Dircksz,,,1539,"Heemskerk maatboek inv 56 fol 40v, 67    ",1561: XII 10 deel,,,,,,
4103429,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 15","914 roeden (croft) ""syn croft""",Floris Goevertsz,,,1539,"Heemskerk maatboek inv 56 fol 40v, 67    ",1561: XII 12 deel,,,,,,
4103430,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 16"," 209½ roeden ""een acker voer hoer duer 209½ roeden, fol 67v """,Guert Floris Simons weduwe; fol 67v: Griet Govert Simons weduwe,,,1539,"Heemskerk maatboek inv 56 fol 40v, 67v    ",1561: XII 12 deel,,,,,,
4103431,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 17",1007 roeden ,Cornelis Gheritsz; fol 67v: Cornelis Gheritsz Aluwers 3 ackers an duyn 1375½ roeden,,,1539,Heemskerk maatboek inv 56 fol 41    ,1561: XII 13 en 14; 1907 roeden ,,,,,,
4103432,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 18","1362½ roeden ""Lysbeth comen Lamberts croft 1366½ roeden""",Lysbet comen Lamberts weduwe tot Amsterdam,,,1539,"Heemskerk maatboek inv 56 fol 41, 70    ",1561: XII 15,,,,,,
4103433,,"""tussen die Scilpweg en die Scouheining, van casteleynslaen noortwert"" XII 19","1091 roeden ""sijn saet""",Dirck Cornelisz,,,1539,"Heemskerk maatboek inv 56 fol 41, 68    ",1561: XII 16,,,,,,
